Date,Time,Latitude,Longitude,EKFlat,EKFlon,DVLx,DVLy,DVLlat,DVLlon,Altitude,Depth,Depth_Source,Heading,Velocity_mps,Width,Area_m2,Distance,NEDz,VFR_alt
2025-10-08,11:08:03,47.6258553,-122.3755678,47.62585,-122.3755624,0.0,0.0,47.6258553,-122.3755678,0.9334574405183184,-15.25,VFR_alt,284.8086655312629,0.02664316900351897,1.6264788736304043,1.9095862454994188,0.0,15.316886901855469,-15.25
2025-10-08,11:08:04,47.6258578,-122.375578,47.6258506,-122.3755633,0.06103706359863281,-0.06446009874343872,47.62585584897819,-122.3755686576004,0.9349729663616902,-15.269999504089355,VFR_alt,287.0364692281544,0.06377175130151413,1.6291195625999095,1.9156388094215457,0.08877289824466371,15.330738067626953,-15.269999504089355
2025-10-08,11:08:05,47.6258578,-122.375578,47.6258507,-122.3755642,0.08429718017578125,-0.1299864649772644,47.62585605818381,-122.3755695293868,0.898716554922216,-15.329999923706055,VFR_alt,279.25055006838124,0.07116712574015327,1.565945512364468,1.7702211981760068,0.06953227807998229,15.378538131713867,-15.329999923706055
2025-10-08,11:08:06,47.6258578,-122.375578,47.6258507,-122.3755647,0.07707023620605469,-0.17261821031570435,47.625855993183386,-122.3755700965749,0.8552406207125455,-15.380000114440918,VFR_alt,267.4546888577863,0.048699645215974134,1.4901919906354923,1.6033162383826236,0.043239963341140365,15.435721397399902,-15.380000114440918
2025-10-08,11:08:07,47.6258578,-122.375578,47.6258512,-122.3755659,0.13370323181152344,-0.25851571559906006,47.6258565025506,-122.3755712393863,0.8085638119819316,-15.4399995803833,VFR_alt,267.84115380969234,0.08569062851924211,1.4088611875442762,1.4330891522840086,0.10288672220045289,15.490239143371582,-15.4399995803833
2025-10-08,11:08:08,47.6258578,-122.375578,47.6258514,-122.3755662,0.14920806884765625,-0.2830932140350342,47.62585664200386,-122.37557156637422,0.7517646834812063,-15.469999313354492,VFR_alt,266.4881938968066,0.055044504868633604,1.3098930090960397,1.2395169083236306,0.029059480396031623,15.534235000610352,-15.469999313354492
2025-10-08,11:08:09,47.6258578,-122.375578,47.6258519,-122.3755683,0.2127056121826172,-0.4344874620437622,47.62585721311201,-122.37557358057792,0.7006989038118752,-15.50999927520752,VFR_alt,268.5385085390188,0.14029357546279508,1.2209147566419025,1.0764678300640704,0.16417111907915927,15.563504219055176,-15.50999927520752
2025-10-08,11:08:10,47.6258578,-122.375578,47.6258518,-122.375569,0.20615768432617188,-0.49200403690338135,47.625857154218785,-122.37557434579918,0.6629787055735893,-15.529999732971191,VFR_alt,263.93227949069205,0.08972910633112521,1.155190168802468,0.9637986912902701,0.057888096728044056,15.597521781921387,-15.529999732971191
2025-10-08,11:08:11,47.6258578,-122.375578,47.6258522,-122.3755713,0.24779701232910156,-0.6528879404067993,47.62585752873027,-122.3755764862567,0.625580109944001,-15.529999732971191,VFR_alt,263.3568240370598,0.1280935916288123,1.090025949144853,0.8575931327626749,0.16618502953946443,15.592672348022461,-15.529999732971191
2025-10-08,11:08:12,47.6258578,-122.375578,47.6258521,-122.3755724,0.2332286834716797,-0.7433069944381714,47.62585739770014,-122.37557768922443,0.6244382027829631,-15.519999504089355,VFR_alt,260.15344268668497,0.10324138896853736,1.0880362624248625,0.8544654055323876,0.09158516002948389,15.596954345703125,-15.519999504089355
2025-10-08,11:08:13,47.6258578,-122.375578,47.6258523,-122.3755744,0.2572174072265625,-0.8892850875854492,47.62585761345896,-122.37557963136967,0.6344808652752736,-15.489999771118164,VFR_alt,260.9328399699113,0.12446758684401955,1.105534841009949,0.8824252547667338,0.14793600828163306,15.563353538513184,-15.489999771118164
2025-10-08,11:08:14,47.6258578,-122.375578,47.6258522,-122.3755757,0.24248504638671875,-0.9925645589828491,47.62585748095349,-122.37558100543704,0.6641798646992476,-15.469999313354492,VFR_alt,260.3024723253331,0.11886740795203618,1.1572830975820232,0.9667395019565802,0.10432493310825416,15.542421340942383,-15.469999313354492
2025-10-08,11:08:15,47.6258417,-122.3755599,47.6258419,-122.375561,-0.9071903228759766,0.11253130435943604,47.6258471405682,-122.37556630284571,0.6902127633703515,-15.460000038146973,VFR_alt,258.27953166341075,0.13362353485315404,1.2026434513271247,1.044032737146446,1.594675616501847,15.521443367004395,-15.460000038146973
2025-10-08,11:08:16,47.6258319,-122.3755437,47.6258391,-122.3755569,-1.1700592041015625,0.3642662465572357,47.62584477627876,-122.37556295367399,0.7002717269503552,-15.469999313354492,VFR_alt,255.6836624502424,0.14079800487050545,1.2201704333225856,1.0748068520270293,0.3639650118350949,15.535382270812988,-15.469999313354492
2025-10-08,11:08:17,47.6258319,-122.3755437,47.625839,-122.3755574,-1.24066162109375,0.39524364471435547,47.6258441412681,-122.37556254153961,0.6551075090644181,-15.479999542236328,VFR_alt,259.33216820030225,0.14107799325739184,1.1414752051880037,0.9407859094655252,0.0770992897614722,15.544363021850586,-15.479999542236328
