"time","date","flight_time","depth","heading","battery_remaining","lat","lon","satellite_count","temp","seq","avg_dist","avg_conf","EucDIS","clock","clock_min","lat_smooth","lon_smooth","EucSmooth"
"10:49:53","3/30/2023","00:04:18",-6.03504,259,97,47.6301765,-122.3982315,10,46.31,4.33333333333333,0.893222222222222,100,NA,1,0.0166666666666667,47.6301782431235,-122.398251274948,NA
"10:49:54","3/30/2023","00:04:19",-6.03504,259,97,47.6301727,-122.3982391,10,46.31,4.35,0.883555555555556,100,0.710202242325917,2,0.0333333333333333,47.6301762459467,-122.39824909862,0.275688670762405
"10:49:55","3/30/2023","00:04:20",-6.03504,259,97,47.6301727,-122.3982391,10,46.31,4.36666666666667,0.8785,100,0,3,0.05,47.6301743589847,-122.398247114594,0.257294734378332
"10:49:56","3/30/2023","00:04:21",-6.03504,260,97,47.6301689,-122.3982391,10,46.31,4.38333333333333,0.8735,100,0.422337484031879,4,0.0666666666666667,47.6301725742951,-122.398245315295,0.240036236052706
"10:49:57","3/30/2023","00:04:22",-6.00456,260,97,47.6301727,-122.3982467,10,46.31,4.4,0.8962,100,0.710202275069299,5,0.0833333333333333,47.6301708841441,-122.398243693272,0.223911004743773
"10:49:58","3/30/2023","00:04:23",-5.97408,260,97,47.6301727,-122.3982467,10,46.31,4.41666666666667,0.921777777777778,100,0,6,0.1,47.6301692810062,-122.398242241198,0.208920069112384
"10:49:59","3/30/2023","00:04:24",-6.00456,260,97,47.6301727,-122.3982467,10,46.31,4.43333333333333,0.929,100,0,7,0.116666666666667,47.6301677575644,-122.398240951868,0.195067775034087
"10:50:00","3/30/2023","00:04:25",-6.00456,260,97,47.6301689,-122.3982543,10,46.31,4.45,0.924875,100,0.710202273716663,8,0.133333333333333,47.6301663067106,-122.398239818204,0.182361355092127
"10:50:01","3/30/2023","00:04:27",-5.97408,260,97,47.6301651,-122.3982467,10,46.31,4.46666666666667,0.9226,100,0.710202306803286,9,0.15,47.6301649215447,-122.398238833248,0.170810456106549
"10:50:02","3/30/2023","00:04:27",-5.91312,260,97,47.6301651,-122.3982467,10,46.31,4.48333333333333,0.934875,100,0,10,0.166666666666667,47.6301635953754,-122.398237990167,0.160425830314003
"10:50:03","3/30/2023","00:04:28",-5.7912,260,97,47.6301651,-122.3982543,10,46.31,4.5,0.972777777777778,100,0.570980200315516,11,0.183333333333333,47.6301623217199,-122.398237282251,0.151217456720436
"10:50:04","3/30/2023","00:04:29",-5.76072,259,97,47.6301651,-122.3982467,10,46.31,4.51666666666667,1.0404,100,0.570980200315516,12,0.2,47.630161094304,-122.398236702913,0.143192056232666
"10:50:05","3/30/2023","00:04:30",-5.76072,259,97,47.6301612,-122.3982543,10,46.31,4.53333333333333,1.108625,100,0.716867300496357,13,0.216666666666667,47.6301599070617,-122.398236245693,0.136349697186865
"10:50:06","3/30/2023","00:04:31",-5.76072,259,97,47.6301612,-122.3982467,10,46.31,4.55,1.13744444444444,100,0.570980242805829,14,0.233333333333333,47.6301587541358,-122.39823590425,0.13068032099587
"10:50:07","3/30/2023","00:04:33",-5.76072,259,97,47.6301574,-122.3982467,10,46.31,4.56666666666667,1.14577777777778,100,0.422337484637073,15,0.25,47.6301576298777,-122.398235672369,0.126160261465316
"10:50:08","3/30/2023","00:04:33",-5.76072,260,97,47.6301574,-122.3982391,10,46.31,4.58333333333333,1.13922222222222,100,0.570980286551845,16,0.266666666666667,47.6301565288469,-122.398235543958,0.122749850654774
"10:50:09","3/30/2023","00:04:34",-5.76072,260,97,47.6301574,-122.3982391,10,46.31,4.6,1.14988888888889,100,0,17,0.283333333333333,47.6301554458119,-122.398235513048,0.120392474670481
"10:50:10","3/30/2023","00:04:36",-5.73024,259,97,47.6301536,-122.3982391,10,46.31,4.61666666666667,1.16377777777778,100,0.422337484025556,18,0.3,47.6301543757494,-122.398235573795,0.11901582659347
"10:50:11","3/30/2023","00:04:36",-5.73024,259,97,47.6301498,-122.3982315,10,46.31,4.63333333333333,1.15966666666667,100,0.710202441869319,19,0.316666666666667,47.6301533138447,-122.398235720477,0.11853498902886
"10:50:12","3/30/2023","00:04:37",-5.73024,260,97,47.6301498,-122.3982315,10,46.31,4.65,1.14222222222222,100,0,20,0.333333333333333,47.6301522554917,-122.398235947496,0.118856975266088
"10:50:13","3/30/2023","00:04:39",-5.76072,260,97,47.630146,-122.3982315,10,46.31,4.66666666666667,1.123,100,0.422337484343531,21,0.35,47.6301511962928,-122.398236249378,0.119885769466784
"10:50:14","3/30/2023","00:04:39",-5.76072,259,97,47.630146,-122.3982315,10,46.29,4.68333333333333,1.10833333333333,100,0,22,0.366666666666667,47.6301501320587,-122.398236620773,0.121527068796255
"10:50:15","3/30/2023","00:04:40",-5.76072,260,97,47.630146,-122.3982238,10,46.31,4.7,1.10333333333333,100,0.578493309352957,23,0.383333333333333,47.6301490588089,-122.398237056452,0.123692027969405
"10:50:16","3/30/2023","00:04:42",-5.76072,260,97,47.630146,-122.3982315,10,46.29,4.71666666666667,1.10766666666667,100,0.578493309352957,24,0.4,47.6301479727712,-122.398237551313,0.126299789290758
"10:50:17","3/30/2023","00:04:42",-5.76072,260,97,47.630146,-122.3982315,10,46.31,4.73333333333333,1.11255555555556,100,0,25,0.416666666666667,47.6301468703822,-122.398238100374,0.12927884792526
"10:50:18","3/30/2023","00:04:43",-5.76072,260,97,47.630146,-122.3982238,10,46.29,4.75,1.11722222222222,100,0.578493309352957,26,0.433333333333333,47.6301457482868,-122.398238698781,0.132567343989698
"10:50:19","3/30/2023","00:04:44",-5.73024,260,97,47.6301422,-122.3982315,10,46.31,4.76666666666667,1.11677777777778,100,0.716256576856412,27,0.45,47.6301446033382,-122.398239341798,0.136112669153566
"10:50:20","3/30/2023","00:04:46",-5.76072,259,97,47.6301422,-122.3982238,10,46.33,4.78333333333333,1.10233333333333,100,0.578493351377622,28,0.466666666666667,47.6301434325988,-122.398240024817,0.1398706192393
"10:50:21","3/30/2023","00:04:46",-5.76072,259,97,47.6301383,-122.3982238,10,46.29,4.8,1.09022222222222,100,0.433451628705107,29,0.483333333333333,47.6301422333388,-122.398240743351,0.14380435985426
"10:50:22","3/30/2023","00:04:47",-5.76072,258,97,47.6301383,-122.3982238,10,46.31,4.81666666666667,1.08488888888889,100,0,30,0.5,47.6301410030372,-122.398241493039,0.147883241044222
"10:50:23","3/30/2023","00:04:48",-5.73024,253,97,47.6301383,-122.3982238,10,46.31,4.83333333333333,1.08588888888889,100,0,31,0.516666666666667,47.6301397393817,-122.39824226964,0.152081662087274
"10:50:24","3/30/2023","00:04:49",-5.76072,253,96,47.6301345,-122.3982315,10,46.31,4.85,1.098,100,0.716256644367225,32,0.533333333333333,47.6301384402683,-122.39824306904,0.156378092334539
"10:50:25","3/30/2023","00:04:50",-5.76072,253,96,47.6301345,-122.3982315,10,46.31,4.86666666666667,1.10222222222222,100,0,33,0.55,47.6301371038015,-122.398243887247,0.1607541210587
"10:50:26","3/30/2023","00:04:51",-5.76072,253,96,47.6301345,-122.3982315,10,46.31,4.88333333333333,1.10233333333333,100,0,34,0.566666666666667,47.6301357282943,-122.398244720393,0.165193694817797
"10:50:27","3/30/2023","00:04:52",-5.76072,254,96,47.6301345,-122.3982391,10,46.31,4.9,1.09122222222222,100,0.570980536230371,35,0.583333333333333,47.6301343122686,-122.398245564731,0.169682380637458
"10:50:28","3/30/2023","00:04:53",-5.76072,254,96,47.6301345,-122.3982467,10,46.29,4.91666666666667,1.07544444444444,100,0.570980535905957,36,0.6,47.6301328544542,-122.398246416642,0.174206937304115
"10:50:29","3/30/2023","00:04:54",-5.76072,254,96,47.6301345,-122.3982467,10,46.31,4.93333333333333,1.07822222222222,100,0,37,0.616666666666667,47.6301313537899,-122.398247272627,0.178754740361505
