Date,Time,Mode_num,Mode,Battery_V,Battery_A,Battery_W,Battery_mAh_used,Battery_Wh_used,Latitude,Longitude,EKFlat,EKFlon,DVLx,DVLy,DVLlat,DVLlon,Altitude,Depth,Depth_std,Depth_Source,Heading,Velocity_mps,Width,Area_m2,Distance,NEDz,VFR_alt
2026-05-12,09:18:52,,UNKNOWN,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,,,,,0.0,,,NEDz,105.147053479627,0.050078198313713074,0.0,0.0,0.0,,0.0
2026-05-12,09:18:53,,UNKNOWN,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,,,,,0.0,,,NEDz,105.147053479627,0.050078198313713074,0.0,0.0,0.0,,0.0
2026-05-12,09:18:54,,UNKNOWN,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,,,,,0.0,,,NEDz,105.147053479627,0.09308978915214539,0.0,0.0,0.0,,0.0
2026-05-12,09:18:55,,UNKNOWN,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,,,,,0.0,,,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,,0.0
2026-05-12,09:18:56,,UNKNOWN,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,,,,,0.0,,,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,,0.0
2026-05-12,09:18:57,,UNKNOWN,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,,,,,0.0,,,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,,0.0
2026-05-12,09:18:58,,UNKNOWN,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.434264794290861,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:18:59,,UNKNOWN,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.43413514023756,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:00,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.434008728027344,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:01,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.433885626889884,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
