meter_number_dvl,timestamp_dvl,cumulative_dist_dvl,increment_dvl,x_dvl,y_dvl,gps_lat,gps_lon,meter_number_ekf,timestamp_ekf,cumulative_dist_ekf,increment_ekf,lat_ekf,lon_ekf
48,2025_10_08_11-06-46,48.06567525871764,0.955360896333886,-28.696191787719727,-2.841601848602295,47.6258381,-122.3755013,12367508,2025_10_08_11-06-46,12367508.007643469,1.0008289087563753,47.6258429,-122.3755895
49,2025_10_08_11-06-49,49.01316365928853,0.9474884005708901,-29.605182647705078,-2.6326751708984375,47.6258287,-122.3755052,12367509,2025_10_08_11-06-49,12367509.006805284,0.9991618152707815,47.6258343,-122.3755865
50,2025_10_08_11-06-55,50.09990687904854,1.0867432197600095,-29.500431060791016,-1.704858660697937,47.625825,-122.3754919,12367510,2025_10_08_11-06-54,12367510.084543696,1.0029482636600733,47.6258349,-122.3755745
51,2025_10_08_11-07-02,51.00178704539951,0.9018801663509706,-28.894908905029297,-1.4810668230056763,47.6258317,-122.3754956,12367511,2025_10_08_11-07-01,12367511.012771182,0.9955012984573841,47.6258406,-122.3755711
52,2025_10_08_11-07-10,52.01405084174219,1.0122637963426797,-28.483837127685547,-0.6030150055885315,47.6258391,-122.3755043,12367512,2025_10_08_11-07-10,12367512.003308464,0.9980536177754402,47.625844,-122.3755597
53,2025_10_08_11-07-18,53.08142188561563,1.0673710438734432,-28.19864845275879,-0.28691720962524414,47.6258474,-122.3755046,12367513,2025_10_08_11-07-18,12367513.036408713,1.0331002492457628,47.6258466,-122.3755544
54,2025_10_08_11-07-26,54.02144345759559,0.9400215719799547,-28.509984970092773,-1.0918031930923462,47.6258442,-122.3755371,12367514,2025_10_08_11-07-26,12367514.031267393,0.9723096769303083,47.625844,-122.3755658
55,2025_10_08_11-07-34,55.06113907179675,1.0396956142011646,-28.808242797851562,-1.05948805809021,47.625839,-122.3755407,12367515,2025_10_08_11-07-34,12367515.033777948,1.0250595584511757,47.6258416,-122.3755652
56,2025_10_08_11-07-40,56.03604601329798,0.9749069415012244,-28.349573135375977,-1.52944016456604,47.6258417,-122.3755673,12367516,2025_10_08_11-07-39,12367516.035578402,0.9676091466099024,47.6258453,-122.3755718
57,2025_10_08_11-07-56,57.00762681800924,0.971580804711266,-27.754714965820312,-0.8789888620376587,47.6258429,-122.3755608,12367517,2025_10_08_11-07-56,12367517.060391424,1.0013404432684183,47.6258506,-122.3755633
58,2025_10_08_11-08-11,58.03989933169069,1.0322725136814483,-27.62200355529785,-1.3571960926055908,47.6258578,-122.375578,12367518,2025_10_08_11-08-09,12367518.104064383,1.003626449033618,47.6258518,-122.375569
59,2025_10_08_11-08-15,60.205827819741764,2.1659284880510725,-28.76442527770996,-0.6743782758712769,47.6258578,-122.375578,12367520,2025_10_08_11-08-15,12367520.312188031,0.0,47.6258417,-122.3755603
60,2025_10_08_11-08-15,60.205827819741764,0.0,-28.76442527770996,-0.6743782758712769,47.6258578,-122.375578,12367520,2025_10_08_11-08-15,12367520.312188031,0.0,47.6258417,-122.3755603
61,2025_10_08_11-08-19,61.04175288455213,0.8359250648103682,-29.030506134033203,-0.5915057063102722,47.6258319,-122.3755437,12367521,2025_10_08_11-08-17,12367521.144245094,0.7115357872098684,47.6258393,-122.3755589
62,2025_10_08_11-08-25,62.00874730386291,0.9669944193107796,-28.526622772216797,-1.401742696762085,47.6258319,-122.3755437,12367522,2025_10_08_11-08-24,12367522.127877228,0.9838990401476622,47.6258437,-122.3755698
63,2025_10_08_11-08-31,63.90444909437021,1.895701790507296,-28.510318756103516,-3.04325795173645,47.6258319,-122.3755437,12367524,2025_10_08_11-08-31,12367524.044052077,0.0,47.6258439,-122.3755918
64,2025_10_08_11-08-32,64.14747619367137,0.24302709930115896,-28.384777069091797,-3.250148057937622,47.6258465,-122.3755993,12367524,2025_10_08_11-08-31,12367524.100144682,0.0,47.6258442,-122.3755924
65,2025_10_08_11-08-33,65.044615868943,0.8971396752716316,-27.97540855407715,-4.047688961029053,47.6258494,-122.3756088,12367525,2025_10_08_11-08-33,12367525.15328647,1.1092343926429749,47.6258486,-122.3756048
66,2025_10_08_11-08-35,66.27509938914716,1.2304835202041602,-27.387069702148438,-5.126420497894287,47.6258615,-122.3756413,12367526,2025_10_08_11-08-34,12367526.244799871,0.8609739951789379,47.6258532,-122.3756176
67,2025_10_08_11-08-36,67.00360821570533,0.7285088265581692,-27.034631729125977,-5.763914108276367,47.6258615,-122.3756413,12367527,2025_10_08_11-08-35,12367527.019952176,1.0056917108595371,47.6258566,-122.3756266
68,2025_10_08_11-08-37,68.00712920814864,1.0035209924433133,-26.509557723999023,-6.618180751800537,47.6258715,-122.3756658,12367528,2025_10_08_11-08-37,12367528.068256035,1.048303859308362,47.6258615,-122.3756385
69,2025_10_08_11-08-39,69.09248837858516,1.0853591704365186,-25.954172134399414,-7.550590991973877,47.6258759,-122.3756777,12367529,2025_10_08_11-08-39,12367529.197491571,0.991711063310504,47.6258667,-122.3756514
70,2025_10_08_11-08-46,70.03575944492091,0.943271066335754,-25.667560577392578,-8.377391815185547,47.625864,-122.3756656,12367530,2025_10_08_11-08-44,12367530.183970414,0.9546641446650028,47.6258695,-122.3756629
71,2025_10_08_11-08-53,71.00600969741531,0.9702502524943952,-25.775434494018555,-8.755060195922852,47.6258489,-122.3756384,12367531,2025_10_08_11-08-52,12367531.158052137,0.99201943539083,47.6258685,-122.3756679
72,2025_10_08_11-09-01,72.05357156570783,1.0475618682925187,-25.319887161254883,-9.338423728942871,47.6258492,-122.3756564,12367532,2025_10_08_11-09-00,12367532.20425907,1.0010740775614977,47.6258725,-122.3756757
73,2025_10_08_11-09-07,73.03499036968343,0.9814188039756004,-25.213544845581055,-9.070412635803223,47.6258369,-122.3756252,12367533,2025_10_08_11-09-07,12367533.143783072,1.004713648930192,47.6258739,-122.3756728
74,2025_10_08_11-09-12,74.08566295874242,1.0506725890589905,-25.486446380615234,-8.20125961303711,47.6258372,-122.3756085,12367534,2025_10_08_11-09-12,12367534.230233703,1.068203691393137,47.6258713,-122.3756611
75,2025_10_08_11-09-21,75.01174171738462,0.9260787586422055,-25.21076011657715,-7.652665138244629,47.6258683,-122.3756631,12367535,2025_10_08_11-09-19,12367535.200065631,0.9266430102288723,47.6258735,-122.3756533
76,2025_10_08_11-09-28,76.03264106081708,1.0208993434324611,-24.264822006225586,-8.024412155151367,47.625867,-122.3756587,12367536,2025_10_08_11-09-27,12367536.21310151,1.0042033921927214,47.6258819,-122.3756582
77,2025_10_08_11-09-35,77.0027805568725,0.9701394960554097,-23.320770263671875,-8.16450023651123,47.6258919,-122.3756968,12367537,2025_10_08_11-09-35,12367537.177254826,1.020722547546029,47.6258903,-122.3756602
78,2025_10_08_11-09-41,78.01252109639152,1.0097405395190293,-22.335451126098633,-8.353907585144043,47.625894,-122.3756891,12367538,2025_10_08_11-09-40,12367538.19327216,0.9714192599058151,47.6258992,-122.3756627
79,2025_10_08_11-09-49,79.03762506421157,1.0251039678200442,-21.317527770996094,-8.32805061340332,47.625904,-122.3756938,12367539,2025_10_08_11-09-47,12367539.22610654,1.0075205471366644,47.6259084,-122.3756623
80,2025_10_08_11-09-57,80.01037337957713,0.972748315365564,-20.373369216918945,-8.529772758483887,47.6259138,-122.3756974,12367540,2025_10_08_11-09-55,12367540.220310178,1.001516554504633,47.625917,-122.375665
81,2025_10_08_11-10-04,81.01216848470001,1.0017951051228806,-19.380512237548828,-8.420244216918945,47.6259217,-122.3757058,12367541,2025_10_08_11-10-03,12367541.224793335,0.9878677818924189,47.6259259,-122.3756637
82,2025_10_08_11-10-10,82.0538749804871,1.041706495787082,-18.346891403198242,-8.418874740600586,47.6259457,-122.3757187,12367542,2025_10_08_11-10-09,12367542.237849485,1.047672437503934,47.6259349,-122.3756638
83,2025_10_08_11-10-15,83.00771616765243,0.9538411871653381,-17.396541595458984,-8.414588928222656,47.6259392,-122.3757025,12367543,2025_10_08_11-10-14,12367543.226330465,0.9526541270315647,47.6259437,-122.3756636
84,2025_10_08_11-10-21,84.0069144971041,0.9991983294516729,-16.423158645629883,-8.481261253356934,47.6259637,-122.3757218,12367544,2025_10_08_11-10-20,12367544.231751831,1.0244269613176584,47.6259525,-122.3756645
85,2025_10_08_11-10-26,85.0201747100611,1.0132602129569932,-15.445119857788086,-8.698409080505371,47.6259685,-122.3757138,12367545,2025_10_08_11-10-25,12367545.256433345,0.9829334914684296,47.6259613,-122.3756673
86,2025_10_08_11-10-32,86.0354340489465,1.0152593388854,-14.449091911315918,-8.851397514343262,47.625965,-122.3757091,12367546,2025_10_08_11-10-31,12367546.26357032,1.0025078933686018,47.6259701,-122.3756694
87,2025_10_08_11-10-39,87.00970198602865,0.9742679370821463,-13.556641578674316,-9.22948169708252,47.6259879,-122.3757266,12367547,2025_10_08_11-10-38,12367547.232899627,1.0072794556617737,47.6259781,-122.3756743
88,2025_10_08_11-10-47,88.03539866843073,1.025696682402085,-12.611284255981445,-9.553790092468262,47.6259928,-122.3757282,12367548,2025_10_08_11-10-45,12367548.280150827,1.0109539441764355,47.6259867,-122.3756786
89,2025_10_08_11-10-55,89.03123035025166,0.9958316818209312,-11.684727668762207,-9.880931854248047,47.6259923,-122.3757235,12367549,2025_10_08_11-10-53,12367549.286370644,0.9948377385735512,47.625995,-122.375683
90,2025_10_08_11-11-03,90.02311890324717,0.9918885529955048,-10.712108612060547,-10.022562026977539,47.6260022,-122.3757257,12367550,2025_10_08_11-11-01,12367550.2771408,0.991478806361556,47.6260037,-122.3756849
91,2025_10_08_11-11-11,91.05217856148943,1.0290596582422609,-9.688362121582031,-9.990998268127441,47.6260186,-122.3757343,12367551,2025_10_08_11-11-09,12367551.287604922,1.004649182781577,47.6260127,-122.3756845
92,2025_10_08_11-11-17,92.02264674668957,0.9704681852001471,-8.741999626159668,-10.135954856872559,47.6260247,-122.3757308,12367552,2025_10_08_11-11-16,12367552.279787537,1.0082913041114807,47.6260214,-122.3756864
93,2025_10_08_11-11-23,93.00874509037358,0.9860983436840058,-7.833545207977295,-10.504801750183105,47.6260347,-122.3757328,12367553,2025_10_08_11-11-21,12367553.276155053,0.9758586678653955,47.6260296,-122.3756914
94,2025_10_08_11-11-30,94.00490328679469,0.9961581964211064,-6.858926773071289,-10.581820487976074,47.6260374,-122.3757287,12367554,2025_10_08_11-11-29,12367554.281166265,1.0079443007707596,47.6260384,-122.3756924
95,2025_10_08_11-11-39,95.04411251999217,1.0392092331974823,-5.837791442871094,-10.611166000366211,47.6260448,-122.3757272,12367555,2025_10_08_11-11-36,12367555.318804221,0.9939446747303009,47.6260475,-122.3756928
96,2025_10_08_11-11-47,96.02773227410286,0.9836197541106912,-4.966211795806885,-10.92884349822998,47.6260539,-122.3757267,12367556,2025_10_08_11-11-44,12367556.284364205,1.0132655184715986,47.6260552,-122.375697
