meter_number_dvl,timestamp_dvl,cumulative_dist_dvl,increment_dvl,x_dvl,y_dvl,gps_lat,gps_lon,meter_number_ekf,timestamp_ekf,cumulative_dist_ekf,increment_ekf,lat_ekf,lon_ekf
1,2025_10_08_10-14-31,1.2170753677676838,1.2170753677676838,1.4046076536178589,8.626662254333496,47.6261379,-122.3752851,12367497,2025_10_08_10-14-31,12367497.31182708,0.895199378952384,47.6261395,-122.375291
2,2025_10_08_10-14-32,2.033690119457357,0.8166147516896731,1.8995691537857056,9.275727272033691,47.6261365,-122.3752851,12367498,2025_10_08_10-14-32,12367498.122401627,1.116741955280304,47.6261438,-122.3752823
3,2025_10_08_10-14-34,3.1807199017684034,1.1470297823110465,2.49604868888855,10.24616527557373,47.6261355,-122.3752799,12367499,2025_10_08_10-14-33,12367499.27030233,0.9282768853008747,47.6261492,-122.3752694
4,2025_10_08_10-14-36,4.051228819492982,0.8705089177245786,1.9904742240905762,10.814167022705078,47.6261335,-122.3752699,12367500,2025_10_08_10-14-36,12367500.137095941,1.0864174291491508,47.6261447,-122.3752618
5,2025_10_08_10-14-38,5.0648100612539935,1.0135812417610115,1.0798630714416504,11.07777214050293,47.6261245,-122.375264,12367501,2025_10_08_10-14-38,12367501.136546858,0.9994509164243937,47.6261366,-122.3752583
6,2025_10_08_10-14-41,6.013807446613047,0.9489973853590534,0.2525211572647095,11.162175178527832,47.6261239,-122.3752629,12367502,2025_10_08_10-14-40,12367502.092186898,0.9111668225377798,47.6261291,-122.3752572
7,2025_10_08_10-14-45,7.015929832295692,1.002122385682645,-0.3446551263332367,11.515260696411133,47.6261203,-122.3752585,12367503,2025_10_08_10-14-45,12367503.084958816,0.9590549003332853,47.6261238,-122.3752525
8,2025_10_08_10-14-49,8.043080195251257,1.027150362955565,0.404946506023407,11.90507698059082,47.6261231,-122.3752581,12367504,2025_10_08_10-14-49,12367504.108950194,1.0211527906358242,47.6261304,-122.3752473
9,2025_10_08_10-14-54,9.105307136690177,1.0622269414389205,0.6754109263420105,11.498708724975586,47.6261256,-122.3752605,12367505,2025_10_08_10-14-54,12367505.150403515,1.0165309831500053,47.6261329,-122.3752526
10,2025_10_08_10-14-57,10.178138022053128,1.0728308853629507,-0.0752134919166565,11.030762672424316,47.6261271,-122.3752623,12367506,2025_10_08_10-14-57,12367506.201702245,1.157249890267849,47.6261262,-122.3752588
11,2025_10_08_10-15-00,11.145215330262408,0.9670773082092801,-0.8884382247924805,10.592194557189941,47.6261205,-122.3752591,12367507,2025_10_08_10-14-59,12367507.169136988,0.821148470044136,47.6261189,-122.3752647
12,2025_10_08_10-15-02,12.02644096342819,0.8812256331657817,-1.741784691810608,10.638548851013184,47.6261176,-122.3752544,12367508,2025_10_08_10-15-02,12367508.054414345,1.0315636303275824,47.6261112,-122.3752641
13,2025_10_08_10-15-04,13.038795524178823,1.0123545607506337,-1.6673038005828857,11.520431518554688,47.6261201,-122.3752456,12367509,2025_10_08_10-15-04,12367509.065647094,1.0112327486276627,47.6261119,-122.3752524
14,2025_10_08_10-15-07,14.00653475680787,0.9677392326290466,-1.9749358892440796,12.355375289916992,47.6261084,-122.3752418,12367510,2025_10_08_10-15-07,12367510.039987445,0.9743403512984514,47.626109,-122.3752413
15,2025_10_08_10-15-09,15.032839135642575,1.0263043788347055,-2.781665563583374,12.744039535522461,47.6261079,-122.3752306,12367511,2025_10_08_10-15-09,12367511.056125157,1.0161377117037773,47.6261019,-122.3752361
16,2025_10_08_10-15-12,16.023736884171978,0.9908977485294024,-3.504882335662842,13.39737319946289,47.6261042,-122.3752233,12367512,2025_10_08_10-15-12,12367512.049883429,0.9937582723796368,47.6260954,-122.3752274
17,2025_10_08_10-15-15,17.121106980984255,1.097370096812277,-4.373242378234863,14.060770988464355,47.6260983,-122.375212,12367513,2025_10_08_10-15-15,12367513.149029315,0.969342889264226,47.6260876,-122.3752185
18,2025_10_08_10-15-17,18.043958467107114,0.9228514861228589,-5.125714302062988,14.593199729919434,47.6260826,-122.3752075,12367514,2025_10_08_10-15-17,12367514.076440899,1.057214580476284,47.6260808,-122.3752114
19,2025_10_08_10-15-20,19.012005880596128,0.968047413489014,-5.94696044921875,15.101948738098145,47.6260805,-122.375197,12367515,2025_10_08_10-15-20,12367515.042965725,0.9665248263627291,47.6260734,-122.3752047
20,2025_10_08_10-15-22,20.064072867726264,1.0520669871301358,-6.7504706382751465,15.77270221710205,47.6260744,-122.3751869,12367516,2025_10_08_10-15-22,12367516.095955215,1.0529894903302193,47.6260662,-122.3751957
21,2025_10_08_10-15-25,21.03637730864123,0.9723044409149679,-7.447102069854736,16.42706871032715,47.6260593,-122.3751764,12367517,2025_10_08_10-15-25,12367517.062303081,0.9160658586770296,47.62606,-122.375187
22,2025_10_08_10-15-31,22.03068270865835,0.9943054000171188,-8.064452171325684,17.172353744506836,47.6260503,-122.3751712,12367518,2025_10_08_10-15-31,12367518.058411706,1.0463906321674585,47.6260544,-122.3751771
23,2025_10_08_10-15-34,23.123686743443006,1.0930040347846557,-8.776727676391602,17.99565315246582,47.6260487,-122.3751637,12367519,2025_10_08_10-15-33,12367519.154076211,0.9504545144736767,47.626048,-122.3751661
24,2025_10_08_10-15-36,24.04538852662571,0.921701783182705,-9.26016902923584,18.7718563079834,47.6260488,-122.3751441,12367520,2025_10_08_10-15-36,12367520.077074578,1.0682083573192358,47.6260437,-122.3751557
25,2025_10_08_10-15-42,25.027064288184324,0.9816757615586127,-9.616575241088867,19.623598098754883,47.6260402,-122.3751287,12367521,2025_10_08_10-15-42,12367521.055575985,0.9393097218126059,47.6260404,-122.3751444
26,2025_10_08_10-15-55,26.001006106626317,0.9739418184419932,-9.484025001525879,20.5018367767334,47.6260376,-122.3751168,12367522,2025_10_08_10-15-54,12367522.042890897,0.9921491611748934,47.6260416,-122.3751327
27,2025_10_08_10-16-10,27.00759126089262,1.006585154266304,-9.403609275817871,21.45686149597168,47.6260342,-122.3751145,12367523,2025_10_08_10-16-09,12367523.061659213,1.0021236594766378,47.6260424,-122.37512
28,2025_10_08_10-16-28,28.009063508533504,1.0014722476408835,-9.496016502380371,22.40671730041504,47.6260385,-122.3751051,12367524,2025_10_08_10-16-26,12367524.081060661,1.0102730933576822,47.6260414,-122.3751073
29,2025_10_08_10-16-41,29.0124787567932,1.0034152482596959,-9.872700691223145,22.62358856201172,47.6260384,-122.3751034,12367525,2025_10_08_10-16-41,12367525.079836834,1.0589066203683615,47.6260382,-122.3751044
30,2025_10_08_10-16-44,30.042756895784766,1.0302781389915658,-10.899957656860352,22.609291076660156,47.6260352,-122.3751013,12367526,2025_10_08_10-16-44,12367526.116586247,1.0367494132369757,47.6260289,-122.3751045
31,2025_10_08_10-16-47,31.008920071902644,0.9661631761178775,-11.858480453491211,22.48867416381836,47.626027,-122.3751061,12367527,2025_10_08_10-16-47,12367527.080772439,0.9641861915588379,47.6260203,-122.3751061
32,2025_10_08_10-16-58,32.01129697107302,1.002376899170379,-12.817418098449707,22.64496421813965,47.6259959,-122.3751183,12367528,2025_10_08_10-16-56,12367528.089168256,0.9301746785640717,47.6260117,-122.3751041
33,2025_10_08_10-17-27,33.07854111355922,1.0672441424861958,-13.501749038696289,22.67681121826172,47.6259998,-122.3751189,12367529,2025_10_08_10-17-27,12367529.17898879,1.0227195098996162,47.6260056,-122.3751036
34,2025_10_08_10-17-30,34.01169314143958,0.9331520278803609,-14.426009178161621,22.55192756652832,47.6260013,-122.3751146,12367530,2025_10_08_10-17-30,12367530.111645464,1.0779788363724947,47.6259973,-122.3751053
35,2025_10_08_10-17-33,35.044451831411244,1.032758689971665,-15.452361106872559,22.444490432739258,47.625993,-122.375118,12367531,2025_10_08_10-17-33,12367531.151956558,0.9291280526667833,47.625988,-122.3751067
36,2025_10_08_10-17-38,36.033026847956044,0.9885750165448002,-16.422719955444336,22.53584098815918,47.6259711,-122.3751358,12367532,2025_10_08_10-17-38,12367532.138590602,1.0085536371916533,47.6259793,-122.3751056
37,2025_10_08_10-17-41,37.001751118825936,0.9687242708698918,-17.387619018554688,22.580108642578125,47.6259596,-122.3751429,12367533,2025_10_08_10-17-41,12367533.09954868,0.9941241815686226,47.6259707,-122.375105
38,2025_10_08_10-17-53,38.01842248614553,1.0166713673195957,-18.115774154663086,23.11629295349121,47.6259629,-122.3751146,12367534,2025_10_08_10-17-53,12367534.14061039,1.0166356321424246,47.6259641,-122.3750978
39,2025_10_08_10-17-59,39.029623464225836,1.0112009780803035,-18.740468978881836,23.855144500732422,47.6259564,-122.3751104,12367535,2025_10_08_10-17-58,12367535.150988283,0.995894480496645,47.6259585,-122.375088
40,2025_10_08_10-18-03,40.07326540368989,1.0436419394640524,-19.76332664489746,24.00742530822754,47.6259448,-122.3751088,12367536,2025_10_08_10-18-02,12367536.194351131,0.9712330158799887,47.6259493,-122.375086
41,2025_10_08_10-18-06,41.03822232852469,0.9649569248348016,-20.724306106567383,24.017868041992188,47.6259373,-122.375107,12367537,2025_10_08_10-18-06,12367537.155700607,1.025912230834365,47.6259407,-122.3750858
42,2025_10_08_10-18-10,42.076523563627,1.0383012351023098,-21.746545791625977,24.020217895507812,47.6259344,-122.3750935,12367538,2025_10_08_10-18-09,12367538.192576403,1.0391030739992857,47.6259315,-122.3750857
43,2025_10_08_10-18-13,43.08377486598542,1.0072513023584193,-22.752914428710938,24.005373001098633,47.6259252,-122.3750926,12367539,2025_10_08_10-18-12,12367539.193731327,1.0014368202537298,47.6259225,-122.3750859
44,2025_10_08_10-18-16,44.075998813855726,0.9922239478703077,-23.738237380981445,23.89919662475586,47.6259183,-122.3750917,12367540,2025_10_08_10-18-16,12367540.190686166,0.9966729450970888,47.6259136,-122.3750873
45,2025_10_08_10-18-20,45.05932532922417,0.9833265153684465,-24.642040252685547,23.549320220947266,47.6259078,-122.3750891,12367541,2025_10_08_10-18-19,12367541.173946304,0.9971799440681934,47.6259055,-122.375092
46,2025_10_08_10-18-23,46.029852446775266,0.970527117551093,-25.525590896606445,23.150848388671875,47.6259095,-122.3750761,12367542,2025_10_08_10-18-23,12367542.150559388,0.9664798397570848,47.6258975,-122.3750973
47,2025_10_08_10-18-26,47.01108058985887,0.9812281430836052,-26.379451751708984,22.670866012573242,47.6259013,-122.3750816,12367543,2025_10_08_10-18-26,12367543.125216315,0.9772729631513357,47.6258899,-122.3751037
