"SU","transect","min","Date","Time","Mode_num","Mode","V","A","W","log_W","Ah","mAh","Wh","Latitude","Longitude","EKFlat","EKFlon","DVLx","DVLy","DVLlat","DVLlon","Altitude","Depth","Depth_std","Depth_Source","Heading","Velocity_mps","Width","Area_m2","Distance","NEDz","VFR_alt"
523,"2",8.72,"2026-05-12","09:25:52",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.3576984774099,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
524,"2",8.73,"2026-05-12","09:25:53",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35760460341113,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
525,"2",8.75,"2026-05-12","09:25:54",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35751534217631,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
526,"2",8.77,"2026-05-12","09:25:55",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35743084896171,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
527,"2",8.78,"2026-05-12","09:25:56",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35735127902362,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
528,"2",8.8,"2026-05-12","09:25:57",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35727678761831,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
529,"2",8.82,"2026-05-12","09:25:58",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35720753000209,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
530,"2",8.83,"2026-05-12","09:25:59",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35714366143123,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
531,"2",8.85,"2026-05-12","09:26:00",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35708533716202,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
532,"2",8.87,"2026-05-12","09:26:01",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35703265449514,"NEDz",315.562198448534,0.107726506888866,0.975757579911839,0.687169886475643,0,10.1450853347778,0
533,"2",8.88,"2026-05-12","09:26:03",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35694361792604,"NEDz",315.562198448534,0.0955777888496717,0.975757579911839,0.687169886475643,0,10.1450853347778,0
534,"2",8.9,"2026-05-12","09:26:04",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35690687906924,"NEDz",315.562198448534,0.0712803527712822,0.975757579911839,0.687169886475643,0,10.1450853347778,0
535,"2",8.92,"2026-05-12","09:26:05",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35687506986124,"NEDz",315.562198448534,0.0712803527712822,0.975757579911839,0.687169886475643,0,10.1450853347778,0
536,"2",8.93,"2026-05-12","09:26:06",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.560000002384186,-10.1450853347778,-9.35684799782473,"NEDz",315.562198448534,0.0712803527712822,0.975757579911839,0.687169886475643,0,10.1450853347778,0
537,"2",8.95,"2026-05-12","09:26:07",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.339999993642171,-10.1450853347778,-9.13682546174042,"NEDz",315.562198448534,0.0712803527712822,0.592424231346207,0.306334016779438,0,10.1450853347778,0
538,"2",8.97,"2026-05-12","09:26:08",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02680728224405,"NEDz",315.562198448534,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
539,"2",8.98,"2026-05-12","09:26:09",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02679326685833,"NEDz",315.562198448534,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
540,"2",9,"2026-05-12","09:26:10",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02678321873497,"NEDz",315.562198448534,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
541,"2",9.02,"2026-05-12","09:26:11",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02677694539668,"NEDz",315.562198448534,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
542,"2",9.03,"2026-05-12","09:26:12",0,"STABILIZE",12.981,40.95,531.57195,2.72637828887533,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02677425436618,"NEDz",315.562198448534,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
543,"2",9.05,"2026-05-12","09:26:13",0,"STABILIZE",12.959,41.7166666666667,540.59785,2.73367693164646,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02677495316617,"NEDz",315.562198448534,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
544,"2",9.07,"2026-05-12","09:26:14",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02677884931938,"NEDz",315.562198448534,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
545,"2",9.08,"2026-05-12","09:26:15",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02678575034851,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
546,"2",9.1,"2026-05-12","09:26:16",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02679546377628,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
547,"2",9.12,"2026-05-12","09:26:17",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02680779712541,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
548,"2",9.13,"2026-05-12","09:26:18",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.0268225579186,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
549,"2",9.15,"2026-05-12","09:26:19",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02683955367858,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
550,"2",9.17,"2026-05-12","09:26:20",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02685859192805,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
551,"2",9.18,"2026-05-12","09:26:21",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02687948018973,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
552,"2",9.2,"2026-05-12","09:26:22",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02690202598634,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
553,"2",9.22,"2026-05-12","09:26:23",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02692603684059,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
554,"2",9.23,"2026-05-12","09:26:24",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02695132027518,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
555,"2",9.25,"2026-05-12","09:26:25",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02697768381284,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
556,"2",9.27,"2026-05-12","09:26:26",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02700493497628,"NEDz",292.884648762487,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
557,"2",9.28,"2026-05-12","09:26:27",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02703288128822,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
558,"2",9.3,"2026-05-12","09:26:28",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.302,4302,56.0555555555556,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02706133027136,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
559,"2",9.32,"2026-05-12","09:26:29",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02709008944842,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
560,"2",9.33,"2026-05-12","09:26:30",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02711896634211,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
561,"2",9.35,"2026-05-12","09:26:31",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02714776847516,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
562,"2",9.37,"2026-05-12","09:26:32",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02717630337026,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
563,"2",9.38,"2026-05-12","09:26:33",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02720437855015,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
564,"2",9.4,"2026-05-12","09:26:34",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02723180153752,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
565,"2",9.42,"2026-05-12","09:26:35",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.0272583798551,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
566,"2",9.43,"2026-05-12","09:26:36",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.0272839210256,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
567,"2",9.45,"2026-05-12","09:26:37",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02730823257172,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
568,"2",9.47,"2026-05-12","09:26:38",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.0273311220162,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
569,"2",9.48,"2026-05-12","09:26:39",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02735239688173,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
570,"2",9.5,"2026-05-12","09:26:40",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02737186469104,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
571,"2",9.52,"2026-05-12","09:26:41",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02738933296683,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
572,"2",9.53,"2026-05-12","09:26:42",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02740460923183,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
573,"2",9.55,"2026-05-12","09:26:43",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02741750100874,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
574,"2",9.57,"2026-05-12","09:26:44",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02742781582028,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
575,"2",9.58,"2026-05-12","09:26:45",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02743536118916,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
576,"2",9.6,"2026-05-12","09:26:46",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.0274399446381,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
577,"2",9.62,"2026-05-12","09:26:47",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02744137368981,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
578,"2",9.63,"2026-05-12","09:26:48",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02743945586701,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
579,"2",9.65,"2026-05-12","09:26:49",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.0274339986924,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
580,"2",9.67,"2026-05-12","09:26:50",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02742480968871,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
581,"2",9.68,"2026-05-12","09:26:51",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02741169637864,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
582,"2",9.7,"2026-05-12","09:26:52",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02739446628491,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
583,"0",9.72,"2026-05-12","09:26:53",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02737292693024,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
584,"0",9.73,"2026-05-12","09:26:54",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02734688583733,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
585,"0",9.75,"2026-05-12","09:26:55",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02731615052891,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
586,"0",9.77,"2026-05-12","09:26:56",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02728052852768,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
587,"0",9.78,"2026-05-12","09:26:57",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02723982735636,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
588,"0",9.8,"2026-05-12","09:26:58",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02719385453766,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
589,"0",9.82,"2026-05-12","09:26:59",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.0271424175943,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
590,"0",9.83,"2026-05-12","09:27:00",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.027085324049,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
591,"0",9.85,"2026-05-12","09:27:01",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02702244187207,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
592,"0",9.87,"2026-05-12","09:27:02",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02695388082433,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
593,"0",9.88,"2026-05-12","09:27:03",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02687981111418,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
594,"0",9.9,"2026-05-12","09:27:04",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02680040295004,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
595,"0",9.92,"2026-05-12","09:27:05",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02671582654032,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
596,"0",9.93,"2026-05-12","09:27:06",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02662625209345,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
597,"0",9.95,"2026-05-12","09:27:07",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02653184981783,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
598,"0",9.97,"2026-05-12","09:27:08",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02643278992189,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
599,"0",9.98,"2026-05-12","09:27:09",0,"STABILIZE",12.948,42.1,545.1108,2.73728076531786,4.846,4846,63.0833333333333,NA,NA,NA,NA,7.6543185710907,16.8416478037834,NA,NA,0.229999989271164,-10.1450853347778,-9.02632924261403,"NEDz",292.565153003681,0.0712803527712822,0.400757557063392,0.115916081931336,0,10.1450853347778,0
