"SU","transect","min","Date","Time","Mode_num","Mode","V","A","W","log_W","Ah","mAh","Wh","Latitude","Longitude","EKFlat","EKFlon","DVLx","DVLy","DVLlat","DVLlon","Altitude","Depth","Depth_std","Depth_Source","Heading","Velocity_mps","Width","Area_m2","Distance","NEDz","VFR_alt"
1065,"4",17.75,"2026-05-12","09:35:04",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.785012057787,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1066,"4",17.77,"2026-05-12","09:35:05",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7849334938443,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1067,"4",17.78,"2026-05-12","09:35:06",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7848569222535,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1068,"4",17.8,"2026-05-12","09:35:07",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7847822588597,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1069,"4",17.82,"2026-05-12","09:35:08",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7847094195077,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1070,"4",17.83,"2026-05-12","09:35:09",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7846383200424,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1071,"4",17.85,"2026-05-12","09:35:10",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7845688763088,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1072,"4",17.87,"2026-05-12","09:35:11",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7845010041518,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1073,"4",17.88,"2026-05-12","09:35:12",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7844346194162,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1074,"4",17.9,"2026-05-12","09:35:13",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7843696379471,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1075,"4",17.92,"2026-05-12","09:35:14",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7843059755893,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1076,"4",17.93,"2026-05-12","09:35:15",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7842435481877,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1077,"4",17.95,"2026-05-12","09:35:16",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7841822715873,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1078,"4",17.97,"2026-05-12","09:35:17",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.784122061633,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1079,"4",17.98,"2026-05-12","09:35:18",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7840628341697,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1080,"4",18,"2026-05-12","09:35:19",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7840045050423,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1081,"4",18.02,"2026-05-12","09:35:20",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7839469900957,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1082,"4",18.03,"2026-05-12","09:35:21",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7838902051749,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1083,"4",18.05,"2026-05-12","09:35:22",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7838340661248,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1084,"4",18.07,"2026-05-12","09:35:23",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7837784887902,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1085,"4",18.08,"2026-05-12","09:35:24",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7837233890162,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1086,"4",18.1,"2026-05-12","09:35:25",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7836686826476,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1087,"4",18.12,"2026-05-12","09:35:26",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,21.4388949871063,-15.9371894001961,NA,NA,0.479999989271164,-13.6933479309082,-12.7836142855293,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,13.6933479309082,0
1088,"4",18.13,"2026-05-12","09:35:27",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.479999989271164,-12.3085403442383,-11.3987525268364,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,9.81740077721693,12.3085403442383,0
1089,"4",18.15,"2026-05-12","09:35:28",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.479999989271164,-12.3085403442383,-11.3986984957536,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,12.3085403442383,0
1090,"4",18.17,"2026-05-12","09:35:29",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.479999989271164,-12.3085403442383,-11.3986445214559,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,12.3085403442383,0
1091,"4",18.18,"2026-05-12","09:35:30",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.479999989271164,-12.3085403442383,-11.3985905197882,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,12.3085403442383,0
1092,"4",18.2,"2026-05-12","09:35:31",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.479999989271164,-12.3085403442383,-11.3985364065955,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,12.3085403442383,0
1093,"4",18.22,"2026-05-12","09:35:32",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.479999989271164,-12.3085403442383,-11.3984820977226,"NEDz",4.71209201310478,0.0558938197791576,0.836363617669452,0.504859481563253,0,12.3085403442383,0
1094,"4",18.23,"2026-05-12","09:35:33",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6284274982856,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1095,"4",18.25,"2026-05-12","09:35:35",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6283171447433,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1096,"4",18.27,"2026-05-12","09:35:36",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.628261211599,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1097,"4",18.28,"2026-05-12","09:35:37",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6282046619991,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1098,"4",18.3,"2026-05-12","09:35:39",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6280893768124,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1099,"4",18.32,"2026-05-12","09:35:40",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6280304729154,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1100,"4",18.33,"2026-05-12","09:35:41",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6279706159425,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1101,"4",18.35,"2026-05-12","09:35:42",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,8.895,8895,115.5,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6279097217386,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1102,"4",18.37,"2026-05-12","09:35:43",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6278477061487,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1103,"4",18.38,"2026-05-12","09:35:44",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6277844850177,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1104,"4",18.4,"2026-05-12","09:35:45",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6277199741904,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1105,"4",18.42,"2026-05-12","09:35:47",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.627586746827,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1106,"4",18.43,"2026-05-12","09:35:48",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6275178619806,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1107,"4",18.45,"2026-05-12","09:35:49",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6274473508177,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1108,"4",18.47,"2026-05-12","09:35:50",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6273751291831,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1109,"4",18.48,"2026-05-12","09:35:51",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6273011129219,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1110,"4",18.5,"2026-05-12","09:35:52",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.6272252178789,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1111,"4",18.52,"2026-05-12","09:35:53",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,31.1074683666229,-14.2342370152473,NA,NA,0.709999978542328,-12.3085403442383,-11.627147359899,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,12.3085403442383,0
1112,"4",18.53,"2026-05-12","09:35:55",0,"STABILIZE",12.837,47.5,609.7575,2.78586880874186,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7953432676294,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,6.96010840498213,11.4768981933594,0
1113,"4",18.55,"2026-05-12","09:35:56",0,"STABILIZE",12.8483333333333,46.8666666666667,602.154966666667,2.78042890836193,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7952590159084,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1114,"4",18.57,"2026-05-12","09:35:57",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7951724646302,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1115,"4",18.58,"2026-05-12","09:35:58",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7950835296398,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1116,"4",18.6,"2026-05-12","09:35:59",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.794992126782,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1117,"4",18.62,"2026-05-12","09:36:00",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7948981719017,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1118,"4",18.63,"2026-05-12","09:36:01",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7948016062617,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1119,"4",18.65,"2026-05-12","09:36:02",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7947024727957,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1120,"4",18.67,"2026-05-12","09:36:03",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7946008398554,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1121,"4",18.68,"2026-05-12","09:36:04",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7944967757922,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1122,"4",18.7,"2026-05-12","09:36:05",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7943903489577,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1123,"4",18.72,"2026-05-12","09:36:06",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7942816277035,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1124,"4",18.73,"2026-05-12","09:36:07",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7941706803811,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1125,"4",18.75,"2026-05-12","09:36:08",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7940575753421,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1126,"4",18.77,"2026-05-12","09:36:09",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7939423809381,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1127,"4",18.78,"2026-05-12","09:36:10",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7938251655205,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1128,"4",18.8,"2026-05-12","09:36:11",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7937059974411,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1129,"4",18.82,"2026-05-12","09:36:12",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7935849450512,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1130,"4",18.83,"2026-05-12","09:36:13",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,38.0565574169159,-13.8427394032478,NA,NA,0.709999978542328,-11.4768981933594,-10.7934620767026,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,11.4768981933594,0
1131,"4",18.85,"2026-05-12","09:36:14",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.1586281025314,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,4.81713095380894,10.842188835144,0
1132,"4",18.87,"2026-05-12","09:36:15",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.1585018073198,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
1133,"4",18.88,"2026-05-12","09:36:16",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.158373901204,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
1134,"4",18.9,"2026-05-12","09:36:17",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.1582444525357,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
1135,"4",18.92,"2026-05-12","09:36:18",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.1581135296664,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
1136,"4",18.93,"2026-05-12","09:36:19",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.1579812009476,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
1137,"4",18.95,"2026-05-12","09:36:20",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.157847534731,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
1138,"4",18.97,"2026-05-12","09:36:21",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.157712599368,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
1139,"4",18.98,"2026-05-12","09:36:22",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.1575764632102,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
1140,"4",19,"2026-05-12","09:36:23",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.1574391946091,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
1141,"4",19.02,"2026-05-12","09:36:24",0,"STABILIZE",12.854,46.55,598.3537,2.7776831907098,11.329,11329,146.972222222222,NA,NA,NA,NA,42.7681548595428,-14.8455355763435,NA,NA,0.709999978542328,-10.842188835144,-10.1573008619165,"NEDz",4.71209201310478,0.0558938197791576,1.23712117473284,1.10459922157136,0,10.842188835144,0
