time,date,flight_time,depth,heading,battery_remaining,lat,lon,satellite_count,temp,seq,avg_dist,avg_conf,EucDIS,clock,clock_min,lat_smooth,lon_smooth,EucSmooth,heading_degrees,radians,sim_x,sim_y,sim_steps,width,height,area
14:23:32,10/6/2022,0:41:49,-5.88264,282,80,47.6304512,-122.3984298,10,54.95,41.85,0.938444444,100,NA,1,0.016666667,47.63044878,-122.3984341,NA,282,4.921829033,47.6304512,-122.3984298,0,2.631301177,1.15015899,3.026414705
14:23:33,10/6/2022,0:41:50,-5.88264,283,80,47.6304512,-122.3984298,10,54.99,41.86666667,0.923222222,100,0,2,0.033333333,47.63044892,-122.3984337,0.030899577,283,4.939282328,47.63045165,-122.3984317,2.00E-06,2.58861964,1.131502611,2.929029881
14:23:34,10/6/2022,0:41:51,-5.82168,283,80,47.6304512,-122.3984298,10,54.99,41.88333333,0.902222222,100,0,3,0.05,47.63044907,-122.3984336,0.019309941,283,4.939282328,47.63045201,-122.3984333,1.59E-06,2.529737811,1.105764978,2.797295475
14:23:35,10/6/2022,0:41:52,-5.7912,282,80,47.6304512,-122.3984298,10,54.95,41.9,0.9026,100,0,4,0.066666667,47.63044922,-122.3984336,0.017837239,282,4.921829033,47.63045253,-122.3984357,2.49E-06,2.530797061,1.106227983,2.799638528
14:23:36,10/6/2022,0:41:53,-5.82168,278,80,47.6304512,-122.3984298,10,54.99,41.91666667,0.929555556,100,0,5,0.083333333,47.63044938,-122.3984339,0.026744234,278,4.852015856,47.63045253,-122.3984357,0,2.606377651,1.139264754,2.969354194
14:23:37,10/6/2022,0:41:54,-5.7912,279,80,47.6304512,-122.3984375,10,54.95,41.93333333,0.947888889,100,0.578489933,6,0.1,47.63044954,-122.3984344,0.038659969,279,4.86946915,47.63045291,-122.3984381,2.44E-06,2.657782422,1.161734116,3.087636514
14:23:38,10/6/2022,0:41:55,-5.7912,279,80,47.6304512,-122.3984375,10,54.99,41.95,0.959555556,100,0,7,0.116666667,47.63044971,-122.398435,0.050914124,279,4.86946915,47.63045303,-122.3984389,8.10E-07,2.690494549,1.176032801,3.164109842
14:23:39,10/6/2022,0:41:56,-5.7912,279,80,47.6304512,-122.3984375,10,54.99,41.96666667,0.977777778,100,0,8,0.133333333,47.63044988,-122.3984358,0.062845984,279,4.86946915,47.63045323,-122.3984402,1.26E-06,2.741587776,1.198365986,3.285425537
14:23:40,10/6/2022,0:41:57,-5.82168,279,80,47.6304512,-122.3984451,10,54.95,41.98333333,0.975666667,100,0.570977075,9,0.15,47.63045006,-122.3984367,0.074250887,279,4.86946915,47.63045351,-122.398442,1.80E-06,2.735668439,1.195778605,3.271253788
14:23:41,10/6/2022,0:41:58,-5.85216,279,80,47.6304473,-122.3984451,10,54.95,42,0.948666667,100,0.433451644,10,0.166666667,47.63045023,-122.3984378,0.08505468,279,4.86946915,47.63045372,-122.3984433,1.33E-06,2.659963231,1.162687362,3.092705632
14:23:42,10/6/2022,0:41:59,-5.85216,280,80,47.6304473,-122.3984527,10,54.95,42.01666667,0.913777778,100,0.570977119,11,0.183333333,47.63045042,-122.3984391,0.095230517,280,4.886922444,47.63045397,-122.3984447,1.42E-06,2.562138394,1.119927485,2.869409208
14:23:43,10/6/2022,0:42:00,-5.82168,282,80,47.6304512,-122.3984451,10,54.95,42.03333333,0.900444444,100,0.716864822,12,0.2,47.6304506,-122.3984405,0.104771699,282,4.921829033,47.6304542,-122.3984458,1.12E-06,2.524753106,1.10358613,2.786282511
14:23:44,10/6/2022,0:42:01,-5.7912,282,80,47.6304512,-122.3984527,10,54.95,42.05,0.9216,100,0.570977076,13,0.216666667,47.63045079,-122.3984419,0.113681452,282,4.921829033,47.63045469,-122.3984481,2.35E-06,2.584071096,1.129514413,2.918745547
14:23:45,10/6/2022,0:42:02,-5.7912,279,80,47.63044483,-122.3984451,10,54.95,42.06666667,0.946444444,100,0.91081252,14,0.233333333,47.63045098,-122.3984435,0.121968108,279,4.86946915,47.63045487,-122.3984492,1.14E-06,2.653732349,1.159963803,3.078233468
14:23:46,10/6/2022,0:42:03,-5.85216,279,80,47.63043847,-122.3984374,10,54.99,42.08333333,0.949444444,100,0.910812561,15,0.25,47.63045117,-122.3984452,0.129642999,279,4.86946915,47.63045512,-122.3984508,1.60E-06,2.662144039,1.163640608,3.097778908
14:23:47,10/6/2022,0:42:04,-5.85216,279,80,47.6304321,-122.3984298,10,54.95,42.1,0.928,100,0.910812605,16,0.266666667,47.63045136,-122.398447,0.136719207,279,4.86946915,47.63045557,-122.3984536,2.91E-06,2.602016035,1.137358263,2.959424437
14:23:48,10/6/2022,0:42:05,-5.82168,279,80,47.6304435,-122.3984451,10,54.99,42.11666667,0.910222222,100,1.710729592,17,0.283333333,47.63045155,-122.3984489,0.143211001,279,4.86946915,47.63045569,-122.3984544,7.63E-07,2.552168984,1.11556979,2.847122618
14:23:49,10/6/2022,0:42:06,-5.7912,279,80,47.6304512,-122.3984527,10,54.99,42.13333333,0.917888889,100,1.028780796,18,0.3,47.63045175,-122.3984509,0.149133336,279,4.86946915,47.63045569,-122.3984544,0,2.573665525,1.124966069,2.895286388
14:23:50,10/6/2022,0:42:07,-5.82168,279,80,47.6304512,-122.3984527,10,54.95,42.15,0.911555556,100,0,19,0.316666667,47.63045194,-122.3984529,0.154501692,279,4.86946915,47.63045576,-122.3984548,4.24E-07,2.555907513,1.117203926,2.855469907
14:23:51,10/6/2022,0:42:08,-5.82168,279,80,47.630455,-122.3984603,10,54.95,42.16666667,0.894444444,100,0.7101998,20,0.333333333,47.63045214,-122.398455,0.15933191,279,4.86946915,47.63045615,-122.3984573,2.51E-06,2.507929727,1.096232521,2.749274127
14:23:52,10/6/2022,0:42:09,-5.82168,280,80,47.6304588,-122.3984527,10,54.95,42.18333333,0.885444444,100,0.710199769,21,0.35,47.63045233,-122.3984572,0.163640055,280,4.886922444,47.63045633,-122.3984583,1.01E-06,2.482694657,1.085202107,2.694225473
14:23:53,10/6/2022,0:42:10,-5.82168,282,80,47.630455,-122.3984603,10,54.95,42.2,0.8876,100,0.710199769,22,0.366666667,47.63045253,-122.3984594,0.167442416,282,4.921829033,47.63045688,-122.3984609,2.65E-06,2.488738612,1.087843959,2.707359265
14:23:54,10/6/2022,0:42:11,-5.7912,286,80,47.630455,-122.3984603,10,54.95,42.21666667,0.898333333,100,0,23,0.383333333,47.63045272,-122.3984616,0.170755364,286,4.991642211,47.63045709,-122.3984616,7.66E-07,2.518833769,1.100998749,2.77323283
14:23:55,10/6/2022,0:42:12,-5.82168,284,80,47.630455,-122.398468,10,54.95,42.23333333,0.907444444,100,0.578489888,24,0.4,47.63045292,-122.3984639,0.173595404,284,4.956735622,47.63045736,-122.3984627,1.13E-06,2.544380382,1.112165341,2.829771677
14:23:56,10/6/2022,0:42:13,-5.85216,286,80,47.630455,-122.398468,10,54.95,42.25,0.905666667,100,0,25,0.416666667,47.63045311,-122.3984663,0.175979155,286,4.991642211,47.6304576,-122.3984635,8.58E-07,2.539395677,1.109986494,2.818694905
