"","X","time","date","flight_time","depth","heading","battery_remaining","lat","lon","satellite_count","temp","seq","avg_dist","avg_conf","EucDIS","clock","clock_min","lat_smooth","lon_smooth","EucSmooth","heading_degrees","radians","sim_x","sim_y","sim_steps","width","height","area"
"18",18,"14:05:44","10/6/2022","00:24:01",-6.37032,274,88,47.630268,-122.3983459,10,55.13,24.05,0.9706,100,0.716866374170335,18,0.3,47.6302733577479,-122.398345930772,0.119832958099153,274,4.78220267777778,47.6303723859142,-122.398359236291,2.72946880954451e-06,2.72146202923746,1.18956888993724,3.23736656512635
"19",19,"14:05:45","10/6/2022","00:24:02",-6.4008,274,88,47.630268,-122.3983459,10,55.13,24.0666666666667,0.969888888888889,100,0,19,0.316666666666667,47.6302737647147,-122.398347428696,0.12128666816157,274,4.78220267777778,47.6303724547054,-122.398360220043,9.86154158230484e-07,2.71946814721865,1.18869735103855,3.23262458283252
"20",20,"14:05:46","10/6/2022","00:24:03",-6.4008,274,88,47.630268,-122.3983459,10,55.13,24.0833333333333,0.955888888888889,100,0,20,0.333333333333333,47.6302741713647,-122.3983489491,0.122842423093051,274,4.78220267777778,47.6303725830355,-122.398362055236,1.83967389144428e-06,2.68021359497332,1.17153892897063,3.13997456446756
"21",21,"14:05:47","10/6/2022","00:24:04",-6.4008,274,88,47.6302719,-122.3983535,10,55.11,24.1,0.941444444444444,100,0.716866375246714,21,0.35,47.6302745800983,-122.398350491869,0.124490686039275,274,4.78220267777778,47.6303726848042,-122.398363510585,1.45890369791156e-06,2.63971286646622,1.15383579509103,3.04579519409108
"22",22,"14:05:48","10/6/2022","00:24:05",-6.43128,275,88,47.6302719,-122.3983535,10,55.11,24.1166666666667,0.927777777777778,100,0,22,0.366666666666667,47.63027499321,-122.398352056875,0.126223789765302,275,4.79965597222222,47.6303729413518,-122.39836644292,2.94353529137481e-06,2.6013929464172,1.13708590688187,2.95800725763291
"23",23,"14:05:49","10/6/2022","00:24:06",-6.4008,275,88,47.6302719,-122.3983535,10,55.11,24.1333333333333,0.912777777777778,100,0,23,0.383333333333333,47.630275412888,-122.398353643978,0.128035660327476,275,4.79965597222222,47.6303730141886,-122.398367275443,8.35703300989674e-07,2.55933449758291,1.11870188323768,2.86313232228115
"24",24,"14:05:50","10/6/2022","00:24:07",-6.37032,275,88,47.6302757,-122.3983612,10,55.09,24.15,0.903888888888889,100,0.716255418460987,24,0.4,47.6302758412143,-122.398355253025,0.129921503245561,275,4.79965597222222,47.6303733192554,-122.398370762352,3.50022856190682e-06,2.53441097234778,1.10780764700408,2.80763985581791
"25",25,"14:05:51","10/6/2022","00:24:08",-6.33984,275,88,47.6302757,-122.3983612,10,55.11,24.1666666666667,0.923444444444445,100,0,25,0.416666666666667,47.6302762801649,-122.398356883852,0.131877571956457,275,4.79965597222222,47.6303734752359,-122.398372545206,1.78966477020742e-06,2.58924272786507,1.131774966718,2.93044010215431
"26",26,"14:05:52","10/6/2022","00:24:09",-6.30936,274,88,47.6302795,-122.3983612,10,55.09,24.1833333333333,0.958888888888889,100,0.422337488228867,26,0.433333333333333,47.6302767316094,-122.398358536281,0.133900844545493,274,4.78220267777778,47.630373628741,-122.398374740414,2.2005681056875e-06,2.68862528474017,1.17521573369947,3.15971473664887
"27",27,"14:05:53","10/6/2022","00:24:10",-6.30936,275,88,47.6302795,-122.3983612,10,55.09,24.2,0.9941,100,0,27,0.45,47.6302771973116,-122.398360210122,0.13598886895274,275,4.79965597222222,47.6303738393348,-122.398377147497,2.4162781287048e-06,2.78735359907785,1.21837052697981,3.39602947338756
"28",28,"14:05:54","10/6/2022","00:24:11",-6.30936,275,88,47.6302795,-122.3983612,10,55.09,24.2166666666667,1.01077777777778,100,0,28,0.466666666666667,47.6302776789287,-122.398361905174,0.138139518238998,275,4.79965597222222,47.6303739507313,-122.398378420757,1.27812362482003e-06,2.83411636330028,1.23881083771311,3.51093406619644
"29",29,"14:05:55","10/6/2022","00:24:12",-6.33984,275,88,47.6302795,-122.3983612,10,55.09,24.2333333333333,0.998333333333333,100,0,29,0.483333333333333,47.630278178012,-122.398363621222,0.140350844892584,275,4.79965597222222,47.6303740331435,-122.398379362727,9.45568602543283e-07,2.79922342797108,1.22355890698606,3.42501475793808
"30",30,"14:05:56","10/6/2022","00:24:13",-6.33984,275,88,47.6302833,-122.3983688,10,55.09,24.25,0.979555555555556,100,0.710201304868783,30,0.5,47.6302786960065,-122.39836535804,0.14262092758566,275,4.79965597222222,47.6303741924012,-122.39838118304,1.82726571759711e-06,2.74657248091186,1.20054483294259,3.29738340026104
"31",31,"14:05:57","10/6/2022","00:24:14",-6.30936,275,88,47.6302833,-122.3983688,10,55.09,24.2666666666667,0.967444444444444,100,0,31,0.516666666666667,47.6302792342513,-122.398367115388,0.144947739871166,275,4.79965597222222,47.6303743843053,-122.398383376501,2.20184013682359e-06,2.71261417777899,1.18570143607431,3.21635052610808
"32",32,"14:05:58","10/6/2022","00:24:15",-6.33984,276,88,47.6302833,-122.3983688,10,55.08,24.2833333333333,0.963555555555555,100,0,32,0.533333333333333,47.6302797939789,-122.398368893016,0.147329011214584,276,4.81710926666667,47.6303746317456,-122.398385730726,2.36719242233503e-06,2.70171013548862,1.18093520772211,3.19054462005818
"33",33,"14:05:59","10/6/2022","00:24:16",-6.33984,276,88,47.6302833,-122.3983764,10,55.08,24.3,0.963777777777778,100,0.570978906984813,33,0.55,47.630280376316,-122.39837069066,0.149762182700032,276,4.81710926666667,47.6303751357834,-122.398390526301,4.82199128873045e-06,2.7023332236195,1.18120756362795,3.19201644318245
"34",34,"14:06:00","10/6/2022","00:24:17",-6.30936,276,88,47.6302833,-122.3983764,10,55.08,24.3166666666667,0.959222222222222,100,0,34,0.566666666666667,47.630280982283,-122.398372508043,0.15224432699982,276,4.81710926666667,47.630375263873,-122.398391744986,1.22539788786971e-06,2.68955991693649,1.17562426755823,3.16191190740243
"35",35,"14:06:01","10/6/2022","00:24:18",-6.33984,276,88,47.6302833,-122.3983764,10,55.08,24.3333333333333,0.955333333333333,100,0,35,0.583333333333333,47.6302816127942,-122.398374344877,0.154772110926318,276,4.81710926666667,47.6303755103576,-122.398394090119,2.35805004738919e-06,2.67865587464612,1.17085803920603,3.13632576509587
"36",36,"14:06:02","10/6/2022","00:24:19",-6.33984,276,88,47.6302909,-122.3983764,10,55.06,24.35,0.959111111111111,100,0.844674977975482,36,0.6,47.6302822686575,-122.398376200862,0.157341711852718,276,4.81710926666667,47.6303757746817,-122.398396604981,2.52871509699881e-06,2.68924837287105,1.17548808960531,3.16117943230038
"37",37,"14:06:03","10/6/2022","00:24:20",-6.33984,274,88,47.6302909,-122.3983764,10,55.06,24.3666666666667,0.95,100,0,37,0.616666666666667,47.6302829505749,-122.398378075684,0.159948843619966,274,4.78220267777778,47.6303759266559,-122.398398778297,2.17862340941966e-06,2.66370175950504,1.16432149746587,3.10140522142938
"38",38,"14:06:04","10/6/2022","00:24:21",-6.33984,274,88,47.6302909,-122.398384,10,55.06,24.3833333333333,0.94,100,0.570978823782509,38,0.633333333333333,47.6302836591422,-122.398379969019,0.162588755527443,274,4.78220267777778,47.6303760053454,-122.398399903601,1.1280514088768e-06,2.63566279361551,1.15206548170307,3.03645612593352
"39",39,"14:06:05","10/6/2022","00:24:22",-6.30936,277,88,47.6302947,-122.398384,10,55.02,24.4,0.943333333333333,100,0.422337490066332,39,0.65,47.630284394849,-122.398381880529,0.165256122422402,277,4.83456256111111,47.6303761957941,-122.398401454674,1.56272197789969e-06,2.64500911557869,1.15615082029067,3.0580294586526
"40",40,"14:06:06","10/6/2022","00:24:23",-6.33984,276,88,47.6302909,-122.3983917,10,55.06,24.4166666666667,0.934,100,0.716255250168767,40,0.666666666666667,47.6302851580786,-122.398383809863,0.167945244835996,276,4.81710926666667,47.6303763876725,-122.398403280265,1.83564701791778e-06,2.6188394140818,1.14471187224539,2.9978165688036
"41",41,"14:06:07","10/6/2022","00:24:24",-6.33984,279,88,47.6302909,-122.3983917,10,55.06,24.4333333333333,0.925,100,0,41,0.683333333333333,47.6302859491084,-122.398385756658,0.17064985256273,279,4.86946915,47.6303765549994,-122.398404336723,1.06962610052393e-06,2.59360434478122,1.13368145805887,2.94032115521941
"42",42,"14:06:08","10/6/2022","00:24:25",-6.33984,274,88,47.6302909,-122.3983917,10,55.06,24.45,0.921222222222222,100,0,42,0.7,47.6302867681093,-122.398387720542,0.173363288137623,274,4.78220267777778,47.6303765549994,-122.398404336723,0,2.58301184655629,1.12905140765959,2.91635316135579
"43",43,"14:06:09","10/6/2022","00:24:26",-6.33984,274,88,47.6302909,-122.3983993,10,55.02,24.4666666666667,0.917222222222222,100,0.570978823243083,43,0.716666666666667,47.6302876151463,-122.398389701125,0.176078429996142,274,4.78220267777778,47.6303766492127,-122.398405684025,1.35059245991059e-06,2.57179626020048,1.12414900135448,2.89108219759154
"44",44,"14:06:10","10/6/2022","00:24:27",-6.33984,269,88,47.6302909,-122.3983993,10,55.02,24.4833333333333,0.912888888888889,100,0,44,0.733333333333333,47.6302884901782,-122.39839169801,0.178787779466984,269,4.69493620555556,47.6303766398146,-122.398406222459,5.38516480409383e-07,2.55964604164835,1.1188380611906,2.86382941457202
"45",45,"14:06:11","10/6/2022","00:24:28",-6.33984,272,88,47.6302909,-122.3983993,10,55.02,24.5,0.907888888888889,100,0,45,0.75,47.6302893930575,-122.398393710783,0.181483441005446,272,4.74729608888889,47.6303766951077,-122.398407805824,1.58432952091018e-06,2.54562655870359,1.1127100533092,2.83254426384038
"46",46,"14:06:12","10/6/2022","00:24:29",-6.33984,272,88,47.6302909,-122.3983993,10,55.02,24.5166666666667,0.9049,100,0,46,0.766666666666667,47.6302903235308,-122.398395739022,0.184157215839817,272,4.74729608888889,47.6303767579287,-122.398409604755,1.80002778435258e-06,2.53724602334327,1.10904686637565,2.81392475141293
"47",47,"14:06:13","10/6/2022","00:24:30",-6.30936,272,88,47.6302947,-122.3983993,10,55.02,24.5333333333333,0.916444444444445,100,0.422337488487512,47,0.783333333333333,47.6302912812381,-122.398397782289,0.186800553066928,272,4.74729608888889,47.6303768301338,-122.398411672407,2.06891275109248e-06,2.56961545174241,1.12319575568404,2.88618116913719
"48",48,"14:06:14","10/6/2022","00:24:31",-6.33984,272,88,47.6302909,-122.3983993,10,55.02,24.55,0.921444444444445,100,0.422337488487512,48,0.8,47.6302922657137,-122.398399840136,0.189404670059229,272,4.74729608888889,47.6303768861578,-122.398413276702,1.60527256671878e-06,2.58363493468717,1.12932376356544,2.91776032812005
"49",49,"14:06:15","10/6/2022","00:24:32",-6.33984,272,88,47.6302947,-122.3983993,10,55.02,24.5666666666667,0.909888888888889,100,0.422337488487512,49,0.816666666666667,47.6302932763854,-122.398401912101,0.191960500096189,272,4.74729608888889,47.6303769423122,-122.398414884728,1.60900590872401e-06,2.55123435188149,1.11516125646176,2.84503770537256
"50",50,"14:06:16","10/6/2022","00:24:33",-6.33984,272,88,47.6302947,-122.3984069,10,55.02,24.5833333333333,0.892222222222222,100,0.570978783353217,50,0.833333333333333,47.6302943125751,-122.398403997713,0.194458839736653,272,4.74729608888889,47.6303770053219,-122.398416689064,1.80543622725441e-06,2.50169884547666,1.09350896194748,2.73563010762239
"51",51,"14:06:17","10/6/2022","00:24:34",-6.33984,273,88,47.6302909,-122.3984069,10,55.02,24.6,0.888555555555556,100,0.422337487235621,51,0.85,47.6302953734982,-122.398406096483,0.196890161135598,273,4.76474938333333,47.6303770409146,-122.398417368206,6.80073524764554e-07,2.49141789131717,1.08901508950112,2.71319167789746
"52",52,"14:06:18","10/6/2022","00:24:35",-6.33984,272,88,47.6302909,-122.3984069,10,55.02,24.6166666666667,0.894222222222222,100,0,52,0.866666666666667,47.6302964582642,-122.398408207914,0.199244955139849,272,4.74729608888889,47.6303770409146,-122.398417368206,0,2.50730663865457,1.09596016510004,2.74790819765628
"53",53,"14:06:19","10/6/2022","00:24:36",-6.33984,273,88,47.6302909,-122.3984069,10,55.02,24.6333333333333,0.892111111111111,100,0,53,0.883333333333333,47.6302975658765,-122.398410331497,0.20151355302259,273,4.76474938333333,47.6303771056512,-122.398418603442,1.23693168663033e-06,2.50138730141122,1.09337278399456,2.73494879759262
"54",54,"14:06:20","10/6/2022","00:24:37",-6.33984,272,88,47.6302947,-122.3984069,10,55.02,24.65,0.8833,100,0.422337487235621,54,0.9,47.6302986952321,-122.398412466707,0.203686109017853,272,4.74729608888889,47.6303771580059,-122.398420102662,1.5001333236432e-06,2.47668185702189,1.082573872328,2.6811910684807
"55",55,"14:06:21","10/6/2022","00:24:38",-6.30936,272,88,47.63027375,-122.3984031,10,55.02,24.6666666666667,0.874666666666667,100,2.34585006029911,55,0.916666666666667,47.6302998451218,-122.39841461301,0.205752838271106,272,4.74729608888889,47.6303772173524,-122.398421802096,1.70047052174833e-06,2.45247488313727,1.07199284538612,2.62903552821232
"56",56,"14:06:22","10/6/2022","00:24:39",-6.2484,272,88,47.6302528,-122.3983993,10,55.02,24.6833333333333,0.868222222222222,100,2.34585006754417,56,0.933333333333333,47.6303010142306,-122.398416769858,0.207703842981921,272,4.74729608888889,47.6303773035236,-122.398424269681,2.46908890001379e-06,2.4344053273418,1.06409452411676,2.59043737830508
"57",57,"14:06:23","10/6/2022","00:24:40",-6.21792,272,88,47.6302833,-122.3984146,10,55,24.7,0.881111111111111,100,3.57940258084697,57,0.95,47.630302201137,-122.398418936692,0.209529310248619,272,4.74729608888889,47.630377384311,-122.398426583093,2.31482180345805e-06,2.47054443893274,1.07989116665548,2.66791911643329
"58",58,"14:06:24","10/6/2022","00:24:41",-6.21792,272,88,47.6302909,-122.3984146,10,55,24.7166666666667,0.913888888888889,100,0.844674974746904,58,0.966666666666667,47.6303036309809,-122.398420904244,0.217036015506022,272,4.74729608888889,47.6303774472482,-122.398428385352,1.80335798581589e-06,2.5624499382373,1.12006366276688,2.87010706347883
"59",59,"14:06:25","10/6/2022","00:24:42",-6.18744,272,88,47.6302986,-122.3984222,10,55,24.7333333333333,0.946666666666667,100,1.02878170145468,59,0.983333333333333,47.6303050289537,-122.398423096894,0.226444270428529,272,4.74729608888889,47.6303774982596,-122.398429846104,1.46164291308346e-06,2.65435543754186,1.16023615887827,3.07967915715123
"60",60,"14:06:26","10/6/2022","00:24:43",-6.18744,272,88,47.6303024,-122.3984222,10,55,24.75,0.978444444444444,100,0.42233748752393,60,1,47.6303064612988,-122.398425239046,0.226369596267946,272,4.74729608888889,47.6303775105541,-122.398430198168,3.52278294540031e-07,2.74345704025747,1.19918305341339,3.2899071904444
"61",61,"14:06:27","10/6/2022","00:24:44",-6.18744,272,88,47.6303062,-122.3984298,10,55,24.7666666666667,0.991222222222222,100,0.710201100198616,61,1.01666666666667,47.6303079234046,-122.398427341941,0.226642024741376,272,4.74729608888889,47.6303775701146,-122.398431903733,1.7066048149851e-06,2.77928460778298,1.21484351799918,3.37639589044006
"62",62,"14:06:28","10/6/2022","00:24:45",-6.18744,272,88,47.6303062,-122.3984298,10,55.02,24.7833333333333,0.990666666666667,100,0,62,1.03333333333333,47.6303093398201,-122.398429416504,0.221526420447357,272,4.74729608888889,47.6303776735324,-122.398434865186,2.96325833075386e-06,2.77772688745578,1.21416262823459,3.37261217819119
"63",63,"14:06:29","10/6/2022","00:24:46",-6.18744,272,88,47.6303062,-122.3984298,10,55,24.8,0.985888888888889,100,0,63,1.05,47.6303107610537,-122.398431584755,0.226906333739561,272,4.74729608888889,47.6303777128952,-122.398435992373,1.12787410382398e-06,2.7643304926419,1.20830697625903,3.34015981894475
"64",64,"14:06:30","10/6/2022","00:24:47",-6.18744,271,88,47.6303138,-122.3984298,10,55,24.8166666666667,0.9762,100,0.844674977206896,64,1.06666666666667,47.6303121823992,-122.398433717502,0.225007834224678,271,4.72984279444444,47.6303777236766,-122.398436610017,6.17737802289446e-07,2.7371638501356,1.1964322587644,3.274831127826
"65",65,"14:06:31","10/6/2022","00:24:48",-6.18744,272,88,47.6303176,-122.3984298,10,55,24.8333333333333,0.965888888888889,100,0.422337489071353,65,1.08333333333333,47.6303135439501,-122.398436050666,0.231570598128294,272,4.74729608888889,47.6303777896773,-122.398438500002,1.89113721643338e-06,2.70825256086284,1.18379494473343,3.2060156906108
"66",66,"14:06:32","10/6/2022","00:24:49",-6.18744,273,88,47.6303176,-122.3984375,10,55,24.85,0.968222222222222,100,0.578491407696055,66,1.1,47.6303149499348,-122.398438206578,0.225061734156509,273,4.76474938333333,47.6303778498551,-122.398439648253,1.14982607235461e-06,2.71479498623706,1.18665468174475,3.22152418039538
"67",67,"14:06:33","10/6/2022","00:24:50",-6.18744,272,88,47.6303176,-122.3984375,10,55.02,24.8666666666667,0.967222222222222,100,0,67,1.11666666666667,47.6303163115322,-122.39844034357,0.220628395712786,272,4.74729608888889,47.6303778885123,-122.398440755233,1.1076551721932e-06,2.71199108964811,1.18542908016847,3.21487310282664
"68",68,"14:06:34","10/6/2022","00:24:51",-6.18744,272,88,47.6303176,-122.3984375,10,55,24.8833333333333,0.966666666666667,100,0,68,1.13333333333333,47.630317625831,-122.398442477136,0.216866172167917,272,4.74729608888889,47.6303779588244,-122.398442768677,2.01467119178469e-06,2.71043336932092,1.18474819040387,3.21118102951322
"69",69,"14:06:35","10/6/2022","00:24:52",-6.18744,272,88,47.6303215,-122.3984451,10,55,24.9,0.948888888888889,100,0.716865939818617,69,1.15,47.6303188903127,-122.398444622677,0.21385336920603,272,4.74729608888889,47.6303779869617,-122.398443574411,8.0622577455697e-07,2.66058631885065,1.16295971793667,3.09415471491671
"70",70,"14:06:36","10/6/2022","00:24:53",-6.21792,272,88,47.6303215,-122.3984451,10,55,24.9166666666667,0.927888888888889,100,0,70,1.16666666666667,47.6303201028662,-122.398446795566,0.211686038349473,272,4.74729608888889,47.630378122082,-122.398447443693,3.87164047354066e-06,2.60170449048264,1.13722208483479,2.95871580479071
"71",71,"14:06:37","10/6/2022","00:24:54",-6.18744,272,88,47.6303253,-122.3984527,10,55,24.9333333333333,0.928333333333333,100,0.710200932910705,71,1.18333333333333,47.6303212618014,-122.398449235374,0.224030587572488,272,4.74729608888889,47.6303781744658,-122.398448943745,1.50096636511052e-06,2.6029506667444,1.13776679664647,2.96155084193057
"72",72,"14:06:38","10/6/2022","00:24:55",-6.18744,272,88,47.6303291,-122.3984451,10,55,24.95,0.9322,100,0.710200900818965,72,1.2,47.6303224390747,-122.398451531877,0.216536132968975,272,4.74729608888889,47.6303782095763,-122.398449949164,1.00603181652135e-06,2.61379240022168,1.14250578940809,2.98627294956414
"73",73,"14:06:39","10/6/2022","00:24:56",-6.18744,272,88,47.6303329,-122.3984527,10,55,24.9666666666667,0.92675,100,0.710200867911879,73,1.21666666666667,47.6303235622673,-122.39845370338,0.205423312703269,272,4.74729608888889,47.6303782278747,-122.398450473154,5.24309067139119e-07,2.59851116381189,1.13582626081736,2.95145721888463
"74",74,"14:06:40","10/6/2022","00:24:57",-6.18744,272,88,47.6303291,-122.3984603,10,55,24.9833333333333,0.9223,100,0.710200865566551,74,1.23333333333333,47.6303246722345,-122.398456022383,0.213477048633971,272,4.74729608888889,47.6303782807848,-122.398451988278,1.51604749014818e-06,2.58603382399105,1.13037233380292,2.92318108891805
"75",75,"14:06:41","10/6/2022","00:24:58",-6.18744,272,88,47.6303291,-122.3984603,10,55,25,0.921111111111111,100,0,75,1.25,47.6303257740133,-122.398458219908,0.205552688761907,272,4.74729608888889,47.6303782990031,-122.398452509975,5.2201532371922e-07,2.58270030249085,1.12891522970667,2.91564970524996
"76",76,"14:06:42","10/6/2022","00:24:59",-6.18744,270,88,47.6303367,-122.398468,10,55,25.0166666666667,0.920555555555556,100,1.02378119147258,76,1.26666666666667,47.6303268155859,-122.398460422425,0.201945309440196,270,4.7123895,47.6303782990035,-122.398453311287,8.01311415499784e-07,2.58114258216366,1.12823433994208,2.9121336974838
"77",77,"14:06:43","10/6/2022","00:25:00",-6.18744,260,88,47.6303329,-122.398468,10,55.02,25.0333333333333,0.919333333333333,100,0.422337489327471,77,1.28333333333333,47.6303278025201,-122.39846275635,0.20682736917889,260,4.53785655555556,47.6303779802477,-122.398455119046,1.83564703185267e-06,2.57771559744382,1.12673638245995,2.90440594727445
"78",78,"14:06:44","10/6/2022","00:25:01",-6.18744,262,88,47.6303367,-122.3984756,10,55.02,25.05,0.921111111111111,100,0.710200833156775,78,1.3,47.6303286676378,-122.398465065759,0.198363796453181,262,4.57276314444444,47.6303779062764,-122.398455645381,5.315072945085e-07,2.58270030249085,1.12891522970667,2.91564970524996
"79",79,"14:06:45","10/6/2022","00:25:02",-6.18744,263,88,47.6303367,-122.3984756,10,55.02,25.0666666666667,0.92,100,0,79,1.31666666666667,47.6303294729948,-122.398467450029,0.200245654491464,263,4.59021643888889,47.6303778443627,-122.39845614963,5.08035434149777e-07,2.57958486183646,1.12755345017747,2.90861981098928
"80",80,"14:06:46","10/6/2022","00:25:03",-6.18744,263,88,47.6303367,-122.3984756,10,55.02,25.0833333333333,0.917333333333333,100,0,80,1.33333333333333,47.6303302239417,-122.398469785288,0.194285278919841,263,4.59021643888889,47.6303776728954,-122.398457546125,1.40698258954154e-06,2.57210780426592,1.12428517930739,2.89178268391706
"81",81,"14:06:47","10/6/2022","00:25:04",-6.18744,264,88,47.6303367,-122.3984756,10,55.02,25.1,0.924222222222222,100,0,81,1.35,47.6303308549428,-122.398471947371,0.176927273379597,264,4.60766973333333,47.6303776101438,-122.398458143169,6.00333239333261e-07,2.59142353632315,1.13272821238843,2.93537854984063
"82",82,"14:06:48","10/6/2022","00:25:05",-6.18744,265,88,47.6303367,-122.3984832,10,55.02,25.1166666666667,0.9194,100,0.570978320210793,82,1.36666666666667,47.6303314263769,-122.398474066093,0.171379100599379,265,4.62512302777778,47.6303774957611,-122.398459450578,1.31240237134895e-06,2.57790252388309,1.12681808923171,2.90482719618753
"83",83,"14:06:49","10/6/2022","00:25:06",-6.21792,265,88,47.6303329,-122.3984832,10,55.02,25.1333333333333,0.906888888888889,100,0.422337488685453,83,1.38333333333333,47.6303318720302,-122.398476158176,0.164795157021158,265,4.62512302777778,47.6303774057082,-122.398460479893,1.03324730819113e-06,2.54282266211463,1.11148445173292,2.82630785245452
"84",84,"14:06:50","10/6/2022","00:25:07",-6.18744,265,88,47.6303329,-122.3984832,10,55.02,25.15,0.906777777777778,100,0,84,1.4,47.6303322515675,-122.398478240138,0.162003211455701,265,4.62512302777778,47.6303771958902,-122.398462878138,2.40740524035755e-06,2.5425111180492,1.11134827378,2.82561534211042
"85",85,"14:06:51","10/6/2022","00:25:08",-6.18744,263,88,47.6303329,-122.3984832,10,55.02,25.1666666666667,0.922777777777778,100,0,85,1.41666666666667,47.6303325693581,-122.398480439702,0.168982852041817,263,4.59021643888889,47.6303771091233,-122.3984635848,7.11969102176485e-07,2.58737346347244,1.13095789900047,2.92621045617837
"86",86,"14:06:52","10/6/2022","00:25:09",-6.21792,261,88,47.6303367,-122.3984756,10,55.02,25.1833333333333,0.933444444444445,100,0.710200830901539,86,1.43333333333333,47.6303322710958,-122.398482387663,0.150055219742211,261,4.55530985,47.6303770566771,-122.398463915933,3.35261092896479e-07,2.6172816937546,1.14403098248079,2.99425134753507
"87",87,"14:06:53","10/6/2022","00:25:10",-6.21792,262,88,47.6303367,-122.3984832,10,55.02,25.2,0.926222222222222,100,0.570978320210793,87,1.45,47.6303314329201,-122.398484023109,0.154190927167532,262,4.57276314444444,47.6303769130122,-122.398464938166,1.03227903485735e-06,2.59703132950105,1.13517941554099,2.94809650676465
"88",88,"14:06:54","10/6/2022","00:25:11",-6.18744,264,88,47.6303367,-122.3984832,10,55.02,25.2166666666667,0.906111111111111,100,0,88,1.46666666666667,47.6303302425235,-122.398485529688,0.174112914613078,264,4.60766973333333,47.6303768074648,-122.398465942387,1.00975244204452e-06,2.54064185365656,1.11053120606248,2.82146206191403
"89",89,"14:06:55","10/6/2022","00:25:12",-6.18744,262,88,47.6303367,-122.3984832,10,55.02,25.2333333333333,0.900555555555556,100,0,89,1.48333333333333,47.6303288186171,-122.398486973587,0.19186500521991,262,4.57276314444444,47.6303765938949,-122.398467462022,1.53456833942841e-06,2.5250646503846,1.10372230841648,2.78697018482334
"90",90,"14:06:56","10/6/2022","00:25:13",-6.15696,261,88,47.6303367,-122.3984909,10,55.02,25.25,0.912,100,0.578491194357206,90,1.5,47.6303272672449,-122.398488272555,0.198123779558446,261,4.55530985,47.6303760770564,-122.398470725222,3.30387651399578e-06,2.55715368912484,1.11774863756724,2.85825505206932
"91",91,"14:06:57","10/6/2022","00:25:14",-6.15696,261,88,47.6303367,-122.3984909,10,55.02,25.2666666666667,0.9324,100,0,91,1.51666666666667,47.6303265769806,-122.398489947001,0.147346138811937,261,4.55530985,47.630375558705,-122.398473997975,3.31354794241144e-06,2.61435317953947,1.14275090972335,2.98755447425685
"92",92,"14:06:58","10/6/2022","00:25:15",-6.18744,260,88,47.6303329,-122.3984985,10,55.02,25.2833333333333,0.937777777777778,100,0.710200829907043,92,1.53333333333333,47.6303266027063,-122.398491952669,0.150710459176879,260,4.53785655555556,47.6303752799531,-122.39847557886,1.6052725672942e-06,2.62943191230673,1.14934192264467,3.02211632955387
"93",93,"14:06:59","10/6/2022","00:25:16",-6.18744,260,88,47.6303329,-122.3984985,10,55.02,25.3,0.920333333333333,100,0,93,1.55,47.6303270130605,-122.398494251029,0.178594392225628,260,4.53785655555556,47.6303750168095,-122.398477071226,1.51538774047791e-06,2.58051949403277,1.12796198403623,2.91072788833339
"94",94,"14:07:00","10/6/2022","00:25:17",-6.18744,260,88,47.6303329,-122.3984909,10,55.02,25.3166666666667,0.908777777777778,100,0.570978361004933,94,1.56666666666667,47.630327751953,-122.398496804423,0.208671923555648,260,4.53785655555556,47.6303747233295,-122.398478735638,1.69008875356008e-06,2.5481189112271,1.11379947693256,2.8380935104867
"95",95,"14:07:01","10/6/2022","00:25:18",-6.15696,260,88,47.6303367,-122.3984909,10,55.02,25.3333333333333,0.915444444444445,100,0.422337489292584,95,1.58333333333333,47.6303286234331,-122.398499327154,0.212844676022658,260,4.53785655555556,47.6303743055309,-122.398481105099,2.40601329966198e-06,2.56681155515345,1.12197015410776,2.87988595610109
"96",96,"14:07:02","10/6/2022","00:25:19",-6.18744,261,88,47.6303367,-122.3984909,10,55.02,25.35,0.925333333333333,100,0,96,1.6,47.6303295601365,-122.39850203947,0.228826489216549,261,4.55530985,47.6303739820452,-122.398483147514,2.06787330827986e-06,2.59453897697754,1.13408999191763,2.94244068743044
"97",97,"14:07:03","10/6/2022","00:25:20",-6.15696,264,88,47.6303329,-122.3985137,10,55.02,25.3666666666667,0.932555555555556,100,1.76423222457942,97,1.61666666666667,47.6303306297091,-122.398504766997,0.236899595614569,264,4.60766973333333,47.6303738333324,-122.398484562429,1.42270868126874e-06,2.61478934123109,1.14294155885743,2.98855140575046
"98",98,"14:07:04","10/6/2022","00:25:21",-6.15696,265,88,47.6303291,-122.3985137,10,55.02,25.3833333333333,0.935444444444445,100,0.422337488327342,98,1.63333333333333,47.6303316656345,-122.398507594884,0.24164697891054,265,4.62512302777778,47.630373682637,-122.398486284895,1.72904598709196e-06,2.62288948693251,1.14648218563335,3.00709607165312
"99",99,"14:07:05","10/6/2022","00:25:22",-6.15696,265,88,47.6303253,-122.3985137,10,55.02,25.4,0.947777777777778,100,0.422337486462947,99,1.65,47.6303325789036,-122.398510384467,0.232863777131471,265,4.62512302777778,47.6303735895766,-122.398487348587,1.06775465869788e-06,2.65747087819626,1.16159793840747,3.08691269349066
