"","X","time","date","flight_time","depth","heading","battery_remaining","lat","lon","satellite_count","temp","seq","avg_dist","avg_conf","EucDIS","clock","clock_min","lat_smooth","lon_smooth","EucSmooth","heading_degrees","radians","sim_x","sim_y","sim_steps","width","height","area"
"166",166,"14:08:12","10/6/2022","00:26:29",-6.096,269,88,47.6302871,-122.3986206,10,55,26.5166666666667,0.939777777777778,100,0,166,2.76666666666667,47.6301455916954,-122.398557897295,0.70231846473345,269,4.69493620555556,47.6303766281392,-122.39858324636,1.14756263597234e-06,2.63503970548463,1.15179312579723,3.03502061897997
"167",167,"14:08:13","10/6/2022","00:26:30",-6.03504,270,87,47.6302909,-122.3986282,10,55,26.5333333333333,0.914888888888889,100,0.710201222468388,167,2.78333333333333,47.6301394859018,-122.398557456375,0.679414723494973,270,4.7123895,47.63037662814,-122.398584847141,1.60078106375021e-06,2.56525383482626,1.12128926434316,2.87639158530579
"168",168,"14:08:14","10/6/2022","00:26:31",-6.03504,272,87,47.63022988,-122.39860378,10,55,26.55,0.93,100,7.02562640338977,168,2.8,47.6301335971018,-122.398557212342,0.654746443580806,272,4.74729608888889,47.6303767151972,-122.398587340095,2.49447389190805e-06,2.60762382772598,1.13980946594027,2.97219432245349
"169",169,"14:08:15","10/6/2022","00:26:32",-6.00456,272,87,47.63016886,-122.39857936,10,55.02,26.5666666666667,0.978666666666667,100,7.02562690778148,169,2.81666666666667,47.6301279417474,-122.398557180023,0.628548928312329,272,4.74729608888889,47.6303767700569,-122.398588911047,1.57190966400674e-06,2.74408012838835,1.19945540931923,3.29140175360081
"170",170,"14:08:16","10/6/2022","00:26:33",-6.00456,272,87,47.63010784,-122.39855494,10,55,26.5833333333333,1.00722222222222,100,7.02562740772155,170,2.83333333333333,47.6301225349918,-122.398557374279,0.601091790172437,272,4.74729608888889,47.6303768400799,-122.398590916215,2.00638980169213e-06,2.82414695320621,1.23445314321966,3.48627708329964
"171",171,"14:08:17","10/6/2022","00:26:34",-6.03504,271,87,47.63004682,-122.39853052,10,55,26.6,1.00822222222222,100,7.02562791304674,171,2.85,47.630117390634,-122.39855781004,0.572687859590666,271,4.72984279444444,47.6303768400799,-122.398590916215,0,2.82695084979516,1.23567874479594,3.49320307767471
"172",172,"14:08:18","10/6/2022","00:26:35",-6.03504,271,87,47.6299858,-122.3985061,10,55.02,26.6166666666667,1.01344444444444,100,7.02562841292939,172,2.86666666666667,47.6301125923955,-122.398558215128,0.534150841878093,271,4.72984279444444,47.6303768629852,-122.398592228417,1.31240238542551e-06,2.8415934208708,1.24207910858318,3.52948382315102
"173",173,"14:08:19","10/6/2022","00:26:36",-6.03504,272,87,47.6299858,-122.3985061,10,55.02,26.6333333333333,1.00544444444444,100,0,173,2.88333333333333,47.6301081249169,-122.398559493603,0.505727009354705,272,4.74729608888889,47.6303768837382,-122.398592822698,5.94642753687239e-07,2.81916224815918,1.23227429597294,3.47398117458384
"174",174,"14:08:20","10/6/2022","00:26:37",-6.03504,271,87,47.6299896,-122.3985137,10,55.02,26.65,1.00266666666667,100,0.710203853651408,174,2.9,47.6301039921327,-122.398561483476,0.483039959693713,271,4.72984279444444,47.6303769001115,-122.398593760691,9.3813644539206e-07,2.81137364652322,1.22886984714995,3.45481230328438
"175",175,"14:08:21","10/6/2022","00:26:38",-6.00456,271,87,47.6299896,-122.3985137,10,55,26.6666666666667,1.00855555555556,100,0,175,2.91666666666667,47.630100169342,-122.39856336888,0.44786075040763,271,4.72984279444444,47.6303769440946,-122.398596280407,2.52009920945513e-06,2.8278854819915,1.23608727865471,3.49551326978203
"176",176,"14:08:22","10/6/2022","00:26:39",-6.03504,271,87,47.6299896,-122.3985137,10,55.02,26.6833333333333,1.01644444444444,100,0,176,2.93333333333333,47.6300966658793,-122.398565049456,0.409338852374936,271,4.72984279444444,47.6303769825877,-122.398598485609,2.20553848391742e-06,2.85000511063766,1.24575591331202,3.55041071954633
"177",177,"14:08:23","10/6/2022","00:26:40",-6.03504,271,87,47.6299896,-122.3985137,10,55,26.7,1.00622222222222,100,0,177,2.95,47.6300934893934,-122.398566674213,0.373546396697794,271,4.72984279444444,47.6303770464341,-122.398602143262,3.65820994493282e-06,2.82134305661726,1.23322754164338,3.47935796184472
"178",178,"14:08:24","10/6/2022","00:26:41",-6.03504,271,87,47.630001,-122.3985137,10,55,26.7166666666667,0.985,100,1.26701238634155,178,2.96666666666667,47.6300907171273,-122.398567993876,0.323672310400023,271,4.72984279444444,47.6303770769643,-122.398603892281,1.74928556696164e-06,2.76183814011838,1.20721755263567,3.33413948028955
"179",179,"14:08:25","10/6/2022","00:26:42",-6.03504,271,87,47.630001,-122.3985137,10,55,26.7333333333333,0.971555555555556,100,0,179,2.98333333333333,47.6300881564122,-122.398569402088,0.303630041760441,271,4.72984279444444,47.6303771014009,-122.398605292211,1.4001428416755e-06,2.72414130820024,1.19074002033235,3.24374407671455
"180",180,"14:08:26","10/6/2022","00:26:43",-6.03504,271,87,47.630001,-122.3985137,10,55.02,26.75,0.973888888888889,100,0,180,3,47.6300859193702,-122.398570817144,0.270403633074975,271,4.72984279444444,47.6303771014009,-122.398605292211,0,2.73068373357446,1.19359975734367,3.25934344177678
"181",181,"14:08:27","10/6/2022","00:26:44",-6.00456,271,87,47.630001,-122.3985137,10,55.02,26.7666666666667,0.985666666666667,100,0,181,3.01666666666667,47.6300840048105,-122.398572267107,0.239050153565857,271,4.72984279444444,47.6303771613133,-122.398608724486,3.43279769522916e-06,2.76370740451102,1.20803462035319,3.33865422517576
"182",182,"14:08:28","10/6/2022","00:26:45",-6.00456,271,87,47.6300125,-122.3985214,10,55.02,26.7833333333333,0.989666666666667,100,1.40294821936165,182,3.03333333333333,47.6300824095187,-122.398573778521,0.210547438254665,271,4.72984279444444,47.6303771774041,-122.3986096463,9.21954449567112e-07,2.77492299086683,1.21293702665831,3.36580684174778
"183",183,"14:08:29","10/6/2022","00:26:46",-6.03504,271,87,47.6300125,-122.3985214,10,55.02,26.8,0.985333333333333,100,0,183,3.05,47.6300811282015,-122.398575376462,0.186258785670259,271,4.72984279444444,47.63037720196,-122.398611053068,1.40698258883452e-06,2.7627727723147,1.20762608649443,3.33639647090375
"184",184,"14:08:30","10/6/2022","00:26:47",-6.03504,271,87,47.6300125,-122.3985214,10,55,26.8166666666667,0.976333333333333,100,0,184,3.06666666666667,47.6300801534314,-122.398576797382,0.152095569880535,271,4.72984279444444,47.6303772376465,-122.398613097481,2.04472491486722e-06,2.73753770301412,1.19659567230791,3.27572576820643
"185",185,"14:08:31","10/6/2022","00:26:48",-6.03504,270,87,47.6300239,-122.398529,10,55.02,26.8333333333333,0.964222222222222,100,1.38972680721618,185,3.08333333333333,47.6300794755918,-122.398578281474,0.134563829847118,270,4.7123895,47.6303772376475,-122.398615047379,1.94989743496447e-06,2.70357939988125,1.18175227543963,3.19496110764138
"186",186,"14:08:32","10/6/2022","00:26:49",-6.00456,271,87,47.6300354,-122.3985366,10,55.02,26.85,0.959888888888889,100,1.39986695951923,186,3.1,47.63007900961,-122.398579987744,0.138257069057683,271,4.72984279444444,47.6303772797264,-122.398617458007,2.41099564436522e-06,2.69142918132913,1.17644133527575,3.16630853988296
"187",187,"14:08:33","10/6/2022","00:26:50",-6.03504,271,87,47.6300506,-122.3985671,10,55,26.8666666666667,0.964444444444444,100,2.84685713619654,187,3.11666666666667,47.6300787255301,-122.398581674931,0.130629817738092,271,4.72984279444444,47.6303772926416,-122.398618197894,7.40000002848147e-07,2.70420248801213,1.18202463134547,3.19643394897604
"188",188,"14:08:34","10/6/2022","00:26:51",-6.00456,271,87,47.6300773,-122.3985824,10,55,26.8833333333333,0.9719,100,3.18232777874707,188,3.13333333333333,47.6300786592845,-122.398583467441,0.134870750647909,271,4.72984279444444,47.6303773366994,-122.398620721891,2.52438110609645e-06,2.7251070948031,1.1911621719864,3.24604448594121
"189",189,"14:08:35","10/6/2022","00:26:52",-6.03504,271,87,47.6300773,-122.3985824,10,55,26.9,0.968375,100,0,189,3.15,47.6300787885849,-122.398585375446,0.144065202348188,271,4.72984279444444,47.6303773432854,-122.398621099193,3.77359243365461e-07,2.71522335932704,1.18684192643001,3.22254092247148
"190",190,"14:08:36","10/6/2022","00:26:53",-6.03504,271,87,47.63008875,-122.3986129,10,55,26.9166666666667,0.9693,100,2.62109091787346,190,3.16666666666667,47.6300790885371,-122.398587265074,0.145827731951279,271,4.72984279444444,47.6303773940143,-122.398624005363,2.90661315365405e-06,2.71781696367183,1.18797560788807,3.22870025954655
"191",191,"14:08:37","10/6/2022","00:26:54",-6.03504,271,87,47.6301002,-122.3986434,10,55,26.9333333333333,0.964666666666667,100,2.62109047469425,191,3.18333333333333,47.6300795315839,-122.39858910936,0.147048965664202,271,4.72984279444444,47.6303774120686,-122.398625039662,1.03445636936436e-06,2.70482557614301,1.18229698725131,3.19790712971417
"192",192,"14:08:38","10/6/2022","00:26:55",-6.00456,272,87,47.6301231,-122.3986282,10,55,26.95,0.952333333333333,100,2.78958928482873,192,3.2,47.6300800874468,-122.398590874934,0.146327224089671,272,4.74729608888889,47.6303775224322,-122.398628200013,3.16227766162152e-06,2.67024418487926,1.16718123447719,3.11665890406291
"193",193,"14:08:39","10/6/2022","00:26:56",-6.00456,271,87,47.6301231,-122.3986282,10,55,26.9666666666667,0.959,100,0,193,3.21666666666667,47.6300807230689,-122.398592669785,0.15222973011896,271,4.72984279444444,47.6303775546138,-122.398630043641,1.84390889296869e-06,2.68893682880561,1.17535191165239,3.16044704204919
"194",194,"14:08:40","10/6/2022","00:26:57",-5.97408,271,87,47.6301345,-122.3986434,10,55,26.9833333333333,0.970777777777778,100,1.70569508147197,194,3.23333333333333,47.6300814025568,-122.398594487501,0.156053546359574,271,4.72984279444444,47.6303775582118,-122.398630249765,2.06155284551693e-07,2.72196049974217,1.18978677466191,3.23855260374535
"195",195,"14:08:41","10/6/2022","00:26:58",-5.97408,271,87,47.6301345,-122.3986434,10,54.99,27,0.972444444444444,100,0,195,3.25,47.6300820871232,-122.398596320122,0.157306586828705,271,4.72984279444444,47.6303775966653,-122.3986324527,2.20327029407277e-06,2.72663366072375,1.19182944395571,3.2496822797313
"196",196,"14:08:42","10/6/2022","00:26:59",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.0166666666667,0.973111111111111,100,0,196,3.26666666666667,47.6300827350292,-122.398598158179,0.155738934280888,271,4.72984279444444,47.6303776110033,-122.398633274098,8.21522976884292e-07,2.72850292511639,1.19264651167323,3.25413949573026
"197",197,"14:08:43","10/6/2022","00:27:00",-5.97408,270,87,47.6301345,-122.3986434,10,55,27.0333333333333,0.983,100,0,197,3.28333333333333,47.6300833015268,-122.398599990744,0.151392252099382,270,4.7123895,47.6303776110039,-122.398634444568,1.17046998228906e-06,2.75623034694048,1.20476634948311,3.32061357341803
"198",198,"14:08:44","10/6/2022","00:27:01",-5.97408,270,87,47.6301345,-122.3986434,10,55,27.05,0.9963,100,0,198,3.3,47.6300837388012,-122.398601662795,0.134692962808568,270,4.7123895,47.6303776110053,-122.398637047336,2.60276775968982e-06,2.79352217157355,1.22106685044763,3.41107731969893
"199",199,"14:08:45","10/6/2022","00:27:02",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.0666666666667,0.997333333333333,100,0,199,3.31666666666667,47.630084712257,-122.398603583828,0.180375178388526,271,4.72984279444444,47.6303776276771,-122.398638002439,9.5524866226601e-07,2.79641953138213,1.22233330540978,3.4181567291068
"200",200,"14:08:46","10/6/2022","00:27:03",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.0833333333333,1.00655555555556,100,0,200,3.33333333333333,47.6300863406834,-122.398605811562,0.246511071064138,271,4.72984279444444,47.630377659764,-122.398639840636,1.83847763015356e-06,2.8222776888136,1.23363607550215,3.48166357200528
"201",201,"14:08:47","10/6/2022","00:27:04",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.1,1.016,100,0,201,3.35,47.6300887559396,-122.398608409452,0.331890780377278,271,4.72984279444444,47.630377659764,-122.398639840636,0,2.84875893437591,1.24521120150034,3.54730653545907
"202",202,"14:08:48","10/6/2022","00:27:05",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.1166666666667,1.00511111111111,100,0,202,3.36666666666667,47.6300921035857,-122.39861144704,0.436475225206811,271,4.72984279444444,47.630377689905,-122.398641567365,1.7269916095958e-06,2.81822761596287,1.23186576211418,3.47167810994934
"203",203,"14:08:49","10/6/2022","00:27:06",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.1333333333333,0.989333333333333,100,0,203,3.38333333333333,47.6300965435242,-122.398615000297,0.561041655906129,271,4.72984279444444,47.6303776991797,-122.398642098697,5.31413209266847e-07,2.77398835867051,1.21252849279954,3.36353992358224
"204",204,"14:08:50","10/6/2022","00:27:07",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.15,0.984,100,0,204,3.4,47.6301011044289,-122.398618694312,0.577905640458518,271,4.72984279444444,47.630377732815,-122.398644025604,1.9272000389651e-06,2.75903424352943,1.20599195105939,3.32737309039371
"205",205,"14:08:51","10/6/2022","00:27:08",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.1666666666667,0.977888888888889,100,0,205,3.41666666666667,47.6301060928227,-122.398622508511,0.624094160184296,271,4.72984279444444,47.6303777616858,-122.398645679558,1.65420676268298e-06,2.74189931993027,1.19850216364879,3.28617226744357
"206",206,"14:08:52","10/6/2022","00:27:09",-5.97408,271,87,47.6301345,-122.3986434,10,55.02,27.1833333333333,0.971888888888889,100,0,206,3.43333333333333,47.6301109915888,-122.398626417526,0.61861179744975,271,4.72984279444444,47.6303777669216,-122.398645979513,3.00000010611257e-07,2.72507594039656,1.19114855419111,3.24597026646433
"207",207,"14:08:53","10/6/2022","00:27:10",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.2,0.976666666666667,100,0,207,3.45,47.6301157951713,-122.398630396305,0.611865192288609,271,4.72984279444444,47.6303777945221,-122.398647560695,1.58142340929375e-06,2.73847233521044,1.19700420616667,3.27796290371796
"208",208,"14:08:54","10/6/2022","00:27:11",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.2166666666667,0.980777777777778,100,0,208,3.46666666666667,47.6301205738511,-122.398634557937,0.616305948301145,271,4.72984279444444,47.6303777995472,-122.398647848575,2.87923604811348e-07,2.74999946563169,1.20204279042471,3.30561703133437
"209",209,"14:08:55","10/6/2022","00:27:12",-5.97408,271,87,47.6301345,-122.3986434,10,55,27.2333333333333,0.975111111111111,100,0,209,3.48333333333333,47.6301252135493,-122.398638761471,0.604683745973132,271,4.72984279444444,47.6303778258751,-122.398649356854,1.50850919398174e-06,2.73411071829429,1.19509771482579,3.2675294715142
"210",210,"14:08:56","10/6/2022","00:27:13",-5.9436,271,87,47.6301345,-122.3986434,10,55.02,27.25,0.966,100,0,210,3.5,47.6301296458253,-122.398642974224,0.585522352358063,271,4.72984279444444,47.6303778746197,-122.398652149349,2.79291962083202e-06,2.70856410492828,1.18393112268635,3.20675334161568
"211",211,"14:08:57","10/6/2022","00:27:14",-5.9436,271,87,47.6301345,-122.3986434,10,55.02,27.2666666666667,0.966666666666667,100,0,211,3.51666666666667,47.6301338699634,-122.398647158473,0.565004166623651,271,4.72984279444444,47.6303778991292,-122.39865355345,1.40431478182715e-06,2.71043336932092,1.18474819040387,3.21118102951322
"212",212,"14:08:58","10/6/2022","00:27:15",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.2833333333333,0.97,100,0,212,3.53333333333333,47.6301378938648,-122.398651419224,0.549977785725928,271,4.72984279444444,47.630377947447,-122.398656321493,2.76846527873576e-06,2.71977969128409,1.18883352899147,3.23336528846859
"213",213,"14:08:59","10/6/2022","00:27:16",-5.9436,271,87,47.6301345,-122.3986434,10,55.02,27.3,0.975444444444444,100,0,213,3.55,47.6301417369114,-122.398655748463,0.536862607300185,271,4.72984279444444,47.6303779751664,-122.398657909489,1.58823801842758e-06,2.73504535049061,1.19550624868455,3.26976380694714
"214",214,"14:09:00","10/6/2022","00:27:17",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.3166666666667,0.975,100,0,214,3.56666666666667,47.6301452887588,-122.398659708132,0.494298850258895,271,4.72984279444444,47.6303780089025,-122.398659842172,1.93297697640694e-06,2.73379917422886,1.19496153687287,3.26678486273829
"215",215,"14:09:01","10/6/2022","00:27:18",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.3333333333333,0.972333333333333,100,0,215,3.58333333333333,47.6301502423649,-122.398664311773,0.650177045375409,271,4.72984279444444,47.6303780390617,-122.398661569942,1.72803356256513e-06,2.72632211665831,1.19169326600279,3.24893970737618
"216",216,"14:09:02","10/6/2022","00:27:19",-5.9436,271,87,47.6301345,-122.3986434,10,55.02,27.35,0.966,100,0,216,3.6,47.6301561224873,-122.398669293401,0.753106441059399,271,4.72984279444444,47.6303780390617,-122.398661569942,0,2.70856410492828,1.18393112268635,3.20675334161568
"217",217,"14:09:03","10/6/2022","00:27:20",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.3666666666667,0.966444444444444,100,0,217,3.61666666666667,47.6301624436381,-122.398674547495,0.805841477583438,271,4.72984279444444,47.6303780636549,-122.398662978841,1.40911319833005e-06,2.70981028119004,1.18447583449803,3.2097047941439
"218",218,"14:09:04","10/6/2022","00:27:21",-5.91312,272,87,47.6301345,-122.3986434,10,55,27.3833333333333,0.967222222222222,100,0,218,3.63333333333333,47.6301687587981,-122.398679877041,0.808054869501113,272,4.74729608888889,47.6303780801172,-122.398663450252,4.71699048181436e-07,2.71199108964811,1.18542908016847,3.21487310282664
"219",219,"14:09:05","10/6/2022","00:27:22",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.4,0.9777,100,0,219,3.65,47.6301747300636,-122.398685103968,0.771133143733512,271,4.72984279444444,47.6303780823861,-122.398663580233,1.29999996545394e-07,2.74136969501903,1.19827066112882,3.28490287684897
"220",220,"14:09:06","10/6/2022","00:27:23",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.4166666666667,0.975333333333333,100,0,220,3.66666666666667,47.6301799297474,-122.39868992372,0.68197312448613,271,4.72984279444444,47.630378119097,-122.398665683338,2.10342578053532e-06,2.73473380642517,1.19537007073163,3.26901894361863
"221",221,"14:09:07","10/6/2022","00:27:24",-5.9436,271,87,47.6301345,-122.3986434,10,55.02,27.4333333333333,0.961111111111111,100,0,221,3.68333333333333,47.6301840194901,-122.398694303125,0.561124514535577,271,4.72984279444444,47.6303781470658,-122.398667285623,1.60252925482566e-06,2.69485616604896,1.17793929275787,3.17437696631989
"222",222,"14:09:08","10/6/2022","00:27:25",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.45,0.960444444444444,100,0,222,3.7,47.6301867638818,-122.398698112398,0.41825511113776,271,4.72984279444444,47.6303781556604,-122.398667777991,4.92442880333434e-07,2.69298690165632,1.17712222504035,3.1699747336822
"223",223,"14:09:09","10/6/2022","00:27:26",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.4666666666667,0.962888888888889,100,0,223,3.71666666666667,47.630185632899,-122.398700286656,0.206114925154292,271,4.72984279444444,47.6303781860124,-122.398669516806,1.73908021428897e-06,2.69984087109598,1.18011814000459,3.18613118710616
"224",224,"14:09:10","10/6/2022","00:27:27",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.4833333333333,0.965777777777778,100,0,224,3.73333333333333,47.630180902414,-122.398700825277,0.527307910403108,271,4.72984279444444,47.6303782076351,-122.398670755528,1.23891081588297e-06,2.7079410167974,1.18365876678051,3.20527812445677
"225",225,"14:09:11","10/6/2022","00:27:28",-5.9436,271,87,47.6301345,-122.3986434,10,55.02,27.5,0.967,100,0,225,3.75,47.6301739903446,-122.398700119422,0.770045503918283,271,4.72984279444444,47.6303782275536,-122.398671896626,1.1412712168002e-06,2.71136800151723,1.18515672426263,3.21339601894867
"226",226,"14:09:12","10/6/2022","00:27:29",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.5166666666667,0.961777777777778,100,0,226,3.76666666666667,47.6301654830954,-122.39869847577,0.953537612198724,271,4.72984279444444,47.6303782433232,-122.398672800037,9.0354854904669e-07,2.69672543044159,1.17875636047539,3.17878225358876
"227",227,"14:09:13","10/6/2022","00:27:30",-5.91312,271,87,47.6301345,-122.3986434,10,55.02,27.5333333333333,0.9428,100,0,227,3.78333333333333,47.6301559614037,-122.398696193444,1.07205605502634,271,4.72984279444444,47.6303783027977,-122.39867620723,3.40771184503791e-06,2.64351370406458,1.15549716611666,3.05457259363717
"228",228,"14:09:14","10/6/2022","00:27:31",-5.91312,270,87,47.6301345,-122.3986434,10,55.02,27.55,0.931,100,0,228,3.8,47.630146002314,-122.398693565102,1.12434340972831,270,4.7123895,47.6303783027985,-122.39867780876,1.60153052239855e-06,2.61042772431494,1.14103506751655,2.97858957466078
"229",229,"14:09:15","10/6/2022","00:27:32",-5.91312,269,87,47.6301364,-122.3986892,10,55.02,27.5666666666667,0.938444444444444,100,3.44738245670473,229,3.81666666666667,47.6301361298827,-122.398691147598,1.11216673962892,269,4.69493620555556,47.6303782692015,-122.39867973359,1.92512337424342e-06,2.63130117669936,1.15015899036219,3.02641470473138
"230",230,"14:09:16","10/6/2022","00:27:33",-5.91312,269,87,47.6301383,-122.398735,10,55.02,27.5833333333333,0.942444444444444,100,3.44738231893926,230,3.83333333333333,47.6301257872988,-122.398688696891,1.16414187493523,269,4.69493620555556,47.6303782410823,-122.398681344587,1.61124174683907e-06,2.64251676305517,1.15506139666731,3.05226910305129
"231",231,"14:09:17","10/6/2022","00:27:34",-5.91312,267,87,47.6301383,-122.398735,10,55.02,27.6,0.949,100,0,231,3.85,47.6301152163601,-122.39868617774,1.19001589351259,267,4.66002961666667,47.6303781176727,-122.398683699405,2.35805004738919e-06,2.66089786291609,1.16309589588959,3.09487938373908
"232",232,"14:09:18","10/6/2022","00:27:35",-5.91312,268,87,47.6301383,-122.398735,10,55.02,27.6166666666667,0.960888888888889,100,0,232,3.86666666666667,47.630105357537,-122.398683949275,1.10844075156731,268,4.67748291111111,47.6303780937752,-122.398684383751,6.84762738236037e-07,2.69423307791808,1.17766693685203,3.1729092160372
"233",233,"14:09:19","10/6/2022","00:27:36",-5.91312,273,87,47.6301383,-122.398735,10,55.02,27.6333333333333,0.960222222222222,100,0,233,3.88333333333333,47.6300963254126,-122.398682066052,1.01376490949395,273,4.76474938333333,47.630378209344,-122.398686588914,2.20818930029551e-06,2.69236381352544,1.17684986913451,3.16850800160991
"234",234,"14:09:20","10/6/2022","00:27:37",-5.9436,272,87,47.6301383,-122.398735,10,55.02,27.65,0.958,100,0,234,3.9,47.6300882286394,-122.398680581033,0.906776755103619,272,4.74729608888889,47.6303782833321,-122.398688707622,2.12000000595185e-06,2.68613293221666,1.17412631007611,3.15385934807747
"235",235,"14:09:21","10/6/2022","00:27:38",-5.91312,272,87,47.6301383,-122.398735,10,55.02,27.6666666666667,0.942,100,0,235,3.91666666666667,47.6300809561951,-122.398679545746,0.812003694066639,272,4.74729608888889,47.6303783154496,-122.398689627333,9.20271691999018e-07,2.64127058679342,1.15451668485563,3.04939096167143
"236",236,"14:09:22","10/6/2022","00:27:39",-5.91312,273,87,47.6301383,-122.398735,10,55.02,27.6833333333333,0.931666666666667,100,0,236,3.93333333333333,47.6300747679928,-122.398679010443,0.688940526402397,273,4.76474938333333,47.6303784883628,-122.398692926682,3.30387651399578e-06,2.61229698870757,1.14185213523407,2.98285689442128
"237",237,"14:09:23","10/6/2022","00:27:40",-5.91312,273,87,47.6301383,-122.398735,10,55,27.7,0.945111111111111,100,0,237,3.95,47.6300697515715,-122.398679024262,0.557533245134272,273,4.76474938333333,47.6303785407098,-122.398693925511,1.00019997751284e-06,2.64999382062571,1.15832966753739,3.06956646122152
"238",238,"14:09:24","10/6/2022","00:27:41",-5.9436,272,87,47.6301383,-122.398735,10,55.02,27.7166666666667,0.9437,100,0,238,3.96666666666667,47.6300659893684,-122.398679635385,0.42064984068829,272,4.74729608888889,47.6303786509745,-122.398697083033,3.15944615482422e-06,2.64603721099464,1.15660020753531,3.06040718738254
"239",239,"14:09:25","10/6/2022","00:27:42",-5.9436,272,87,47.6301383,-122.398735,10,55.02,27.7333333333333,0.930777777777778,100,0,239,3.98333333333333,47.6300633430946,-122.398680746657,0.305731038951099,272,4.74729608888889,47.6303787812391,-122.398700813265,3.73250585784006e-06,2.60980463618406,1.14076271161071,2.97716781354754
"240",240,"14:09:26","10/6/2022","00:27:43",-5.91312,271,87,47.6301383,-122.398735,10,55.02,27.75,0.923222222222222,100,0,240,4,47.6300620495198,-122.398682514483,0.195728483562604,271,4.72984279444444,47.6303787899655,-122.398701313188,4.99999990211109e-07,2.58861963973419,1.13150261081215,2.92902988075886
"241",241,"14:09:27","10/6/2022","00:27:44",-5.91312,271,87,47.6301383,-122.398735,10,55.02,27.7666666666667,0.922222222222222,100,0,241,4.01666666666667,47.6300621723914,-122.398684981852,0.185873595133989,271,4.72984279444444,47.6303788130377,-122.398702634955,1.32196822876786e-06,2.58581574314524,1.13027700923587,2.92268808459724
"242",242,"14:09:28","10/6/2022","00:27:45",-5.88264,271,87,47.6301383,-122.398735,10,55.02,27.7833333333333,0.938888888888889,100,0,242,4.03333333333333,47.6300635571661,-122.398688048628,0.277079562454054,271,4.72984279444444,47.6303788389834,-122.398704121336,1.48660687872153e-06,2.63254735296112,1.15070370217387,3.02928198520039
"243",243,"14:09:29","10/6/2022","00:27:46",-5.82168,271,87,47.6301383,-122.398735,10,55.02,27.8,0.945333333333333,100,0,243,4.05,47.6300662057328,-122.39869172261,0.403534059280115,271,4.72984279444444,47.6303788523037,-122.398704884436,7.63216882017016e-07,2.65061690875659,1.15860202344323,3.07101011385823
"244",244,"14:09:30","10/6/2022","00:27:47",-5.82168,272,87,47.6301383,-122.398735,10,55.02,27.8166666666667,0.952,100,0,244,4.06666666666667,47.6300700432898,-122.398695578327,0.515581893601199,272,4.74729608888889,47.6303788854147,-122.398705832594,9.48735996880672e-07,2.66930955268294,1.16677270061843,3.11447751557045
"245",245,"14:09:31","10/6/2022","00:27:48",-5.82168,271,87,47.6301383,-122.398735,10,55.02,27.8333333333333,0.987777777777778,100,0,245,4.08333333333333,47.6300748231932,-122.398699798397,0.618661731918398,271,4.72984279444444,47.6303789141824,-122.398707480646,1.64830215740161e-06,2.76962674175436,1.21062200145867,3.35297106939611
"246",246,"14:09:32","10/6/2022","00:27:49",-5.82168,271,87,47.6301383,-122.398735,10,55.02,27.85,1.02,100,0,246,4.1,47.6300809535897,-122.39870462305,0.771758722157049,271,4.72984279444444,47.6303789596083,-122.398710083017,2.60276775968982e-06,2.85997452073173,1.25011360780546,3.57529306634363
"247",247,"14:09:33","10/6/2022","00:27:50",-5.85216,271,87,47.6301383,-122.398735,10,55.02,27.8666666666667,1.0215,100,0,247,4.11666666666667,47.6300882323129,-122.398709495047,0.887922198296603,271,4.72984279444444,47.6303789708502,-122.398710727046,6.44127318939207e-07,2.86418036561515,1.25195201016988,3.585816366221
"248",248,"14:09:34","10/6/2022","00:27:51",-5.85216,271,87,47.6301383,-122.398735,10,55.02,27.8833333333333,1.01255555555556,100,0,248,4.13333333333333,47.6300966162853,-122.398714290865,0.999041404215185,271,4.72984279444444,47.6303789708502,-122.398710727046,0,2.83910106834731,1.24098968495983,3.52329514037744
"249",249,"14:09:35","10/6/2022","00:27:52",-5.85216,271,87,47.6301383,-122.398735,10,55.02,27.9,1.00422222222222,100,0,249,4.15,47.6301058388566,-122.398719731338,1.10349972854707,271,4.72984279444444,47.6303790261848,-122.398713897068,3.17050469785621e-06,2.81573526343935,1.23077633849082,3.46554033769537
